rgn_id_OHI	currents
1	0.057627867
2	0.035334865
3	0.002731604
4	0.001017806
5	0.057944504
6	0.035931234
7	0.002751115
8	0.001020844
9	0.058264639
10	0.048375687
11	0.048154793
12	0.04882361
13	0.048598616
14	0.049279905
15	0.049050696
16	0.04974481
17	0.049511266
18	0.05021857
19	0.049980567
20	0.00027613
21	0.00063509
22	0
23	0
24	0.000272919
25	0.000273715
26	0.000274515
27	0
28	0.001008799
29	0.001011783
30	0.010361869
31	0.010322767
32	0.01028396
33	0.010245443
34	0.01361594
35	0.010480971
36	0.010440967
37	0.010401267
38	0.010207214
39	0.010169269
40	0.057004863
41	0.057314672
42	0.056395186
43	0.056698386
44	0.056095211
45	0
46	0.055504735
47	0.055798411
48	0.054926561
49	0.055214135
50	0.001089117
51	0.001085659
52	0.001096098
53	0.001092597
54	0.001075417
55	0.001072046
56	0.001082224
57	0.00107881
58	0.001068696
59	0.001065367
60	0.016927769
61	0.016993127
62	0.017058992
63	0.017125369
64	0.017192265
65	0.017259686
66	0.017327637
67	0.017396126
68	0.017465158
69	0.017534741
70	0.065502483
71	0.065098147
72	0.064698771
73	0.064304267
74	0.063914544
75	0.063529516
76	0.0631491
77	0.062773213
78	0.066326413
79	0.065911873
80	0.001183331
81	0.00118744
82	0.001175198
83	0
84	0.001199939
85	0.001204165
86	0.001191577
87	0.001195744
88	0
89	0.001155347
90	0.046663273
91	0.046457708
92	0.04707991
93	0.046870665
94	0.047504053
95	0.04729103
96	0.047935908
97	0.047719003
98	0.045653246
99	0.041395611
100	0.002821656
101	0.00283203
102	0.002801135
103	0.002811358
104	0.010094219
105	0.010131605
106	0.00284248
107	0.006493205
108	0.002790986
109	0
110	0.001163207
111	0.001159263
112	0.001171174
113	0.001167177
114	0.001147593
115	0.001143755
116	0.050701441
117	0.001151457
118	0.001062058
119	0.001026975
120	0.001030068
121	0.00103318
122	0.001036311
123	0.001039461
124	0.00104263
125	0.001045819
126	0.001049027
127	0.001052255
128	0
129	0.001055502
130	0.000181889
131	0.00018137
132	0.000180855
133	0.000180343
134	0.000269782
135	0.000269009
136	0.00026824
137	0.000194
138	0.000271342
139	0.00027056
140	0.060608619
141	0.060958958
142	0
143	0.060262284
144	0.059246628
145	0
146	0.058588332
147	0.058915641
148	0.062034704
149	0.062401774
150	0.051443413
151	0.051193688
152	0.051950245
153	0.051695587
154	0.052467163
155	0.052207424
156	0.052994471
157	0.052729499
158	0.053532486
159	0.05326212
160	0
161	0.001014786
162	0.035482094
163	0.0010239
164	0.001099623
165	0
166	0.000272128
167	0.00027532
168	0.045851738
169	0.046051964
170	0
171	0.025414919
172	0.025312851
173	0.0252116
174	0.025111155
175	0.021286109
176	0.016862911
177	0.002741325
178	0.001124943
179	0.00110674
180	0.030840904
181	0.001179251
182	0.026045041
183	0.026153112
184	0.035780263
185	0.036864513
186	0.036083485
187	0.035630554
188	0.036237032
189	0.036391891
190	0.001132393
191	0.001128656
192	0.001139942
193	0.001136155
194	0.001117591
195	0.00111395
196	0.036548079
197	0.001121255
198	0.025517813
199	0.00110317
200	0.001110334
201	0
202	0.059581354
203	0.025621544
204	0.050946376
205	0.059919885
206	0.001212705
207	0.00120842
208	0.061671928
209	0.061313371
210	0.000178823
211	0
212	0.000177824
213	0.000178322
214	0.000176836
215	0.000177329
216	8.59E-05
217	0.00E+00
218	0.000179327
219	0.000179833
220	0.00105877
221	0.036705614
222	0.025726122
223	0.001005832
224	0.054641968
225	0
226	0
227	0.066746201
228	0.046253946
229	0
230	0
231	0.054081537
232	0.054360308
233	0
234	0
235	0
236	0
237	0.053805611
238	0
239	0
240	0
241	0
242	0
243	0
244	0.00278091
245	0.002770907
246	0
247	0.002760976
248	0.02593786
249	0.025831557
250	0.05045885
