lat	long	sal
-69.5	-103.5	33.89623077
-69.5	-102.5	33.78330769
-69.5	-101.5	33.72153846
-69.5	-100.5	33.67784615
-69.5	-99.5	33.66715385
-69.5	-98.5	33.9214
-69.5	-97.5	33.957
-69.5	-96.5	33.93792308
-69.5	-95.5	33.87692308
-69.5	-94.5	33.585
-69.5	-93.5	33.94461538
-69.5	-92.5	33.81515385
-69.5	-91.5	33.77076923
-69.5	-90.5	33.83492308
-69.5	-89.5	33.83815385
-69.5	-88.5	33.82138462
-69.5	-87.5	33.87338462
-69.5	-86.5	33.82169231
-69.5	-85.5	33.795
-69.5	-84.5	33.92184615
-69.5	-83.5	33.89369231
-69.5	-82.5	34.00607692
-69.5	-81.5	34.05915385
-69.5	-80.5	34.03107692
-69.5	-79.5	34.039
-69.5	-40.5	34.17369231
-69.5	-39.5	34.27069231
-69.5	-38.5	34.307
-69.5	-37.5	34.28153846
-69.5	-36.5	34.24123077
-69.5	-35.5	34.28084615
-69.5	-34.5	34.3072
-69.5	-33.5	34.13684615
-69.5	-32.5	34.08807692
-69.5	-31.5	34.14961538
-69.5	-30.5	34.16233333
-69.5	-29.5	34.14469231
-69.5	-26.5	34.4223
-69.5	-25.5	34.26654545
-69.5	-24.5	34.3942
-69.5	-23.5	34.3542
-69.5	-22.5	34.32136364
-69.5	-21.5	34.18207692
-69.5	-20.5	34.18046154
-69.5	-19.5	34.13384615
-69.5	-18.5	34.21192308
-69.5	-17.5	34.292
-69.5	-16.5	34.3539
-69.5	-15.5	34.36807692
-69.5	-14.5	34.34172727
-69.5	-13.5	34.4347
-69.5	-12.5	34.42169231
-69.5	-11.5	34.44630769
-69.5	-10.5	34.43069231
-69.5	-9.5	34.411
-69.5	-8.5	34.4058
-69.5	-7.5	34.39530769
-69.5	-6.5	34.3876
-69.5	-5.5	34.38281818
-69.5	-4.5	34.3742
-69.5	-3.5	34.19915385
-69.5	0.5	34.20561538
-69.5	2.5	34.244
-69.5	8.5	34.25030769
-69.5	9.5	34.12576923
-69.5	11.5	33.33407692
-69.5	18.5	34.209
-69.5	29.5	33.76653846
-69.5	169.5	34.05453846
-69.5	171.5	33.87761538
-69.5	178.5	33.81469231
-69.5	179.5	33.65315385
-68.5	-179.5	33.74981818
-68.5	-170.5	33.88753846
-68.5	-150.5	33.70646154
-68.5	-149.5	33.79407692
-68.5	-134.5	33.87638462
-68.5	-133.5	33.95207692
-68.5	-132.5	33.95023077
-68.5	-126.5	33.93792308
-68.5	-125.5	33.89353846
-68.5	-124.5	33.86938462
-68.5	-123.5	33.79207692
-68.5	-122.5	33.78169231
-68.5	-121.5	33.88507692
-68.5	-120.5	33.99461538
-68.5	-119.5	34.02527273
-68.5	-112.5	33.94230769
-68.5	-111.5	33.94223077
-68.5	-110.5	33.75438462
-68.5	-109.5	33.82338462
-68.5	-108.5	33.74381818
-68.5	-107.5	33.54909091
-68.5	-102.5	33.72730769
-68.5	-101.5	33.73876923
-68.5	-100.5	33.70476923
-68.5	-99.5	33.54107692
-68.5	-98.5	33.60007692
-68.5	-96.5	33.62
-68.5	-93.5	33.88676923
-68.5	-92.5	33.98069231
-68.5	-91.5	33.78061538
-68.5	-90.5	33.72323077
-68.5	-89.5	33.79553846
-68.5	-88.5	33.59392308
-68.5	-87.5	33.64592308
-68.5	-86.5	33.49730769
-68.5	-85.5	33.67369231
-68.5	-84.5	33.79023077
-68.5	-82.5	34.02569231
-68.5	-81.5	33.98753846
-68.5	-80.5	34.074
-68.5	-79.5	34.08638462
-68.5	-78.5	33.98676923
-68.5	-77.5	34.11076923
-68.5	-72.5	33.14863636
-68.5	-69.5	33.466
-68.5	-68.5	33.33053846
-68.5	-44.5	34.1171
-68.5	-42.5	34.17392308
-68.5	-41.5	33.928875
-68.5	-40.5	33.829
-68.5	-39.5	33.95807692
-68.5	-38.5	34.07946154
-68.5	-35.5	34.04445455
-68.5	-34.5	33.97775
-68.5	-33.5	34.04953846
-68.5	-32.5	34.09646154
-68.5	-31.5	34.36315385
-68.5	-30.5	34.43492308
-68.5	-29.5	34.4547
-68.5	-28.5	34.44727273
-68.5	-27.5	34.4361
-68.5	-23.5	34.3875
-68.5	-22.5	34.284875
-68.5	-21.5	34.185125
-68.5	-20.5	34.149125
-68.5	-19.5	34.02430769
-68.5	-18.5	34.09184615
-68.5	-17.5	34.18492308
-68.5	-15.5	34.4233
-68.5	-14.5	34.36584615
-68.5	-13.5	34.21153846
-68.5	-12.5	34.08753846
-68.5	-11.5	34.07453846
-68.5	-10.5	34.07284615
-68.5	-9.5	34.294
-68.5	-8.5	34.28307692
-68.5	-7.5	34.21930769
-68.5	-6.5	34.17515385
-68.5	-5.5	34.202
-68.5	-4.5	34.31290909
-68.5	-3.5	34.25018182
-68.5	-2.5	34.19953846
-68.5	-1.5	34.16569231
-68.5	-0.5	34.12207692
-68.5	0.5	34.13015385
-68.5	1.5	34.24076923
-68.5	2.5	34.19215385
-68.5	3.5	34.02153846
-68.5	4.5	34.238
-68.5	5.5	34.09276923
-68.5	7.5	34.06153846
-68.5	8.5	34.09276923
-68.5	9.5	34.09707692
-68.5	10.5	34.02430769
-68.5	13.5	34.10361538
-68.5	15.5	34.10453846
-68.5	16.5	34.09323077
-68.5	17.5	34.07961538
-68.5	18.5	34.05084615
-68.5	22.5	33.99261538
-68.5	23.5	33.95392308
-68.5	28.5	34.161
-68.5	29.5	33.97523077
-68.5	30.5	33.93738462
-68.5	31.5	33.96761538
-68.5	32.5	33.79323077
-68.5	39.5	33.52530769
-68.5	70.5	33.93592308
-68.5	71.5	34.02584615
-68.5	72.5	33.92430769
-68.5	73.5	33.90669231
-68.5	74.5	33.93707692
-68.5	75.5	33.57953846
-68.5	171.5	33.758
-68.5	172.5	33.64238462
-68.5	174.5	33.57753846
-68.5	175.5	33.54715385
-68.5	176.5	33.7607
-67.5	-179.5	33.72461538
-67.5	-178.5	33.94615385
-67.5	-177.5	33.941
-67.5	-176.5	33.91615385
-67.5	-175.5	33.83246154
-67.5	-174.5	33.85161538
-67.5	-172.5	33.77630769
-67.5	-171.5	33.82423077
-67.5	-170.5	33.81769231
-67.5	-169.5	33.80515385
-67.5	-167.5	33.866
-67.5	-166.5	33.74792308
-67.5	-165.5	33.71484615
-67.5	-162.5	33.76369231
-67.5	-161.5	33.65561538
-67.5	-160.5	33.72746154
-67.5	-157.5	33.707
-67.5	-156.5	33.80230769
-67.5	-153.5	33.74376923
-67.5	-152.5	33.74869231
-67.5	-150.5	33.67069231
-67.5	-149.5	33.69138462
-67.5	-144.5	33.63107692
-67.5	-142.5	33.59661538
-67.5	-140.5	33.551
-67.5	-138.5	33.60907692
-67.5	-137.5	33.83
-67.5	-136.5	33.82253846
-67.5	-135.5	33.80553846
-67.5	-134.5	33.66215385
-67.5	-133.5	34.007
-67.5	-130.5	33.63538462
-67.5	-128.5	33.77107692
-67.5	-127.5	33.737
-67.5	-126.5	33.79976923
-67.5	-125.5	33.78046154
-67.5	-122.5	33.59030769
-67.5	-121.5	33.65076923
-67.5	-120.5	33.54184615
-67.5	-119.5	33.70469231
-67.5	-118.5	33.69138462
-67.5	-117.5	33.54084615
-67.5	-114.5	33.50615385
-67.5	-112.5	33.72376923
-67.5	-111.5	33.87892308
-67.5	-110.5	33.97553846
-67.5	-109.5	33.82515385
-67.5	-108.5	33.90692308
-67.5	-107.5	33.72276923
-67.5	-105.5	33.92069231
-67.5	-104.5	33.63538462
-67.5	-102.5	33.68515385
-67.5	-101.5	33.59030769
-67.5	-100.5	33.62438462
-67.5	-99.5	33.67053846
-67.5	-98.5	33.68584615
-67.5	-97.5	33.66315385
-67.5	-96.5	33.66469231
-67.5	-95.5	33.67984615
-67.5	-94.5	33.55738462
-67.5	-93.5	33.70615385
-67.5	-92.5	33.744
-67.5	-91.5	33.72523077
-67.5	-90.5	33.71507692
-67.5	-89.5	33.84392308
-67.5	-88.5	33.66223077
-67.5	-87.5	33.71123077
-67.5	-86.5	33.62353846
-67.5	-85.5	33.78207692
-67.5	-84.5	33.70061538
-67.5	-83.5	33.73192308
-67.5	-82.5	33.699
-67.5	-81.5	33.72053846
-67.5	-80.5	33.83161538
-67.5	-79.5	33.81784615
-67.5	-78.5	33.82761538
-67.5	-77.5	33.982
-67.5	-76.5	33.96984615
-67.5	-75.5	33.96061538
-67.5	-74.5	33.95153846
-67.5	-73.5	33.72653846
-67.5	-72.5	33.80638462
-67.5	-71.5	33.55607692
-67.5	-70.5	33.45284615
-67.5	-69.5	33.36661538
-67.5	-44.5	34.1431
-67.5	-43.5	33.948375
-67.5	-42.5	34.008
-67.5	-41.5	34.43654545
-67.5	-40.5	34.32784615
-67.5	-39.5	34.31330769
-67.5	-38.5	34.23684615
-67.5	-37.5	34.18976923
-67.5	-36.5	34.29245455
-67.5	-35.5	34.26890909
-67.5	-34.5	34.48511111
-67.5	-33.5	34.17446154
-67.5	-32.5	34.43933333
-67.5	-31.5	34.15869231
-67.5	-30.5	34.00846154
-67.5	-29.5	34.24961538
-67.5	-28.5	34.427
-67.5	-27.5	34.23476923
-67.5	-26.5	34.23569231
-67.5	-25.5	34.29207692
-67.5	-24.5	34.39692308
-67.5	-23.5	34.29444444
-67.5	-22.5	34.16846154
-67.5	-21.5	34.18246154
-67.5	-20.5	34.10507692
-67.5	-19.5	34.05084615
-67.5	-18.5	34.19884615
-67.5	-17.5	34.24753846
-67.5	-16.5	34.24153846
-67.5	-12.5	34.23638462
-67.5	-11.5	34.16784615
-67.5	-8.5	34.06353846
-67.5	-7.5	34.19915385
-67.5	-6.5	34.20030769
-67.5	-5.5	34.22407692
-67.5	-4.5	33.96884615
-67.5	-3.5	34.22130769
-67.5	-2.5	34.26469231
-67.5	-1.5	34.24876923
-67.5	-0.5	34.20815385
-67.5	0.5	34.15192308
-67.5	1.5	#DIV/0!
-67.5	2.5	34.15523077
-67.5	4.5	34.11330769
-67.5	5.5	34.25253846
-67.5	6.5	34.19261538
-67.5	7.5	34.06254545
-67.5	10.5	34.06553846
-67.5	11.5	34.03061538
-67.5	12.5	34.23023077
-67.5	13.5	34.12061538
-67.5	14.5	34.13838462
-67.5	17.5	34.286375
-67.5	19.5	34.05876923
-67.5	20.5	33.95423077
-67.5	21.5	33.97069231
-67.5	22.5	33.99138462
-67.5	23.5	34.051
-67.5	24.5	34.04538462
-67.5	25.5	34.03261538
-67.5	26.5	34.04153846
-67.5	29.5	34.08107692
-67.5	30.5	33.97038462
-67.5	31.5	34.09292308
-67.5	32.5	33.98127273
-67.5	33.5	33.95446154
-67.5	34.5	34.11961538
-67.5	37.5	34.06730769
-67.5	38.5	34.07838462
-67.5	39.5	33.921
-67.5	70.5	33.82930769
-67.5	71.5	33.61261538
-67.5	72.5	34.04730769
-67.5	73.5	33.81876923
-67.5	74.5	33.74325
-67.5	75.5	33.85153846
-67.5	77.5	33.78672727
-67.5	171.5	33.82838462
-67.5	173.5	33.46846154
-67.5	174.5	33.70553846
-67.5	175.5	33.73623077
-67.5	176.5	33.73646154
-67.5	179.5	33.92561538
-66.5	-179.5	33.91476923
-66.5	-178.5	33.97545455
-66.5	-177.5	34.00227273
-66.5	-165.5	33.90976923
-66.5	-164.5	33.97923077
-66.5	-163.5	34.02384615
-66.5	-158.5	33.78084615
-66.5	-157.5	33.67546154
-66.5	-154.5	33.78492308
-66.5	-151.5	33.78553846
-66.5	-150.5	33.86769231
-66.5	-149.5	33.842
-66.5	-148.5	33.66453846
-66.5	-146.5	33.66769231
-66.5	-136.5	33.56892308
-66.5	-132.5	33.57415385
-66.5	-129.5	33.70030769
-66.5	-128.5	33.74853846
-66.5	-125.5	33.795
-66.5	-124.5	33.83807692
-66.5	-123.5	33.91261538
-66.5	-122.5	33.85415385
-66.5	-121.5	33.77776923
-66.5	-120.5	33.81438462
-66.5	-119.5	33.78561538
-66.5	-118.5	33.9442
-66.5	-117.5	33.82223077
-66.5	-116.5	33.80307692
-66.5	-115.5	33.85707692
-66.5	-114.5	34.02284615
-66.5	-113.5	33.87138462
-66.5	-112.5	33.96607692
-66.5	-111.5	33.92769231
-66.5	-110.5	33.91007692
-66.5	-109.5	33.84830769
-66.5	-108.5	33.81976923
-66.5	-102.5	33.67492308
-66.5	-101.5	33.70392308
-66.5	-100.5	33.57653846
-66.5	-99.5	33.665
-66.5	-98.5	33.56338462
-66.5	-97.5	33.76461538
-66.5	-95.5	33.71784615
-66.5	-94.5	33.73238462
-66.5	-93.5	33.75838462
-66.5	-92.5	33.80923077
-66.5	-91.5	33.88807692
-66.5	-90.5	33.77153846
-66.5	-89.5	33.79523077
-66.5	-88.5	33.88738462
-66.5	-87.5	33.81307692
-66.5	-86.5	33.81461538
-66.5	-85.5	33.78153846
-66.5	-84.5	33.79446154
-66.5	-83.5	33.74976923
-66.5	-82.5	33.68646154
-66.5	-81.5	33.736
-66.5	-80.5	33.74538462
-66.5	-79.5	33.707
-66.5	-78.5	33.89530769
-66.5	-77.5	33.99838462
-66.5	-76.5	34.00030769
-66.5	-75.5	33.87346154
-66.5	-74.5	33.94469231
-66.5	-73.5	33.88338462
-66.5	-72.5	33.87307692
-66.5	-71.5	33.79161538
-66.5	-70.5	33.77353846
-66.5	-69.5	33.59915385
-66.5	-68.5	33.36330769
-66.5	-49.5	33.98369231
-66.5	-48.5	33.87923077
-66.5	-47.5	34.16
-66.5	-46.5	34.3829
-66.5	-45.5	34.14630769
-66.5	-44.5	34.12684615
-66.5	-43.5	34.26438462
-66.5	-42.5	34.27423077
-66.5	-41.5	34.40669231
-66.5	-40.5	34.015
-66.5	-39.5	34.02438462
-66.5	-38.5	34.11938462
-66.5	-37.5	34.20261538
-66.5	-36.5	34.13492308
-66.5	-35.5	34.11976923
-66.5	-34.5	34.19561538
-66.5	-33.5	34.25723077
-66.5	-32.5	34.29646154
-66.5	-31.5	34.26746154
-66.5	-30.5	34.24738462
-66.5	-29.5	34.27776923
-66.5	-28.5	34.18707692
-66.5	-27.5	34.26823077
-66.5	-26.5	34.4021
-66.5	-25.5	34.227
-66.5	-24.5	34.01238462
-66.5	-23.5	34.209
-66.5	-22.5	34.17269231
-66.5	-19.5	34.31230769
-66.5	-18.5	33.862
-66.5	-17.5	34.04953846
-66.5	-16.5	34.11423077
-66.5	-15.5	34.3724
-66.5	-14.5	34.23584615
-66.5	-12.5	34.04469231
-66.5	-11.5	34.11738462
-66.5	-10.5	34.11661538
-66.5	-9.5	34.10238462
-66.5	-8.5	34.18
-66.5	-7.5	34.16753846
-66.5	-6.5	34.11038462
-66.5	-5.5	34.13007692
-66.5	-4.5	34.27761538
-66.5	-3.5	34.14376923
-66.5	-1.5	34.33653846
-66.5	-0.5	34.15053846
-66.5	0.5	34.26553846
-66.5	1.5	34.28653846
-66.5	2.5	34.20053846
-66.5	3.5	34.15153846
-66.5	4.5	34.02115385
-66.5	5.5	34.22984615
-66.5	6.5	34.24030769
-66.5	7.5	34.21869231
-66.5	8.5	34.238
-66.5	11.5	34.16
-66.5	12.5	34.133
-66.5	13.5	34.14246154
-66.5	20.5	33.86915385
-66.5	21.5	33.88792308
-66.5	22.5	34.06769231
-66.5	23.5	34.10723077
-66.5	29.5	34.10230769
-66.5	30.5	34.085
-66.5	32.5	34.04992308
-66.5	33.5	34.12272727
-66.5	34.5	34.12576923
-66.5	40.5	33.98653846
-66.5	49.5	33.82669231
-66.5	58.5	33.95384615
-66.5	59.5	34.01515385
-66.5	60.5	34.13192308
-66.5	61.5	34.113
-66.5	62.5	34.31757143
-66.5	63.5	34.09723077
-66.5	64.5	34.06330769
-66.5	65.5	34.04961538
-66.5	66.5	34.28490909
-66.5	67.5	34.26890909
-66.5	68.5	34.02146154
-66.5	69.5	33.99261538
-66.5	70.5	33.96238462
-66.5	71.5	33.90376923
-66.5	72.5	33.683
-66.5	73.5	33.79423077
-66.5	74.5	34.08007692
-66.5	75.5	34.19138462
-66.5	76.5	33.69892308
-66.5	77.5	33.82546154
-66.5	78.5	33.77969231
-66.5	79.5	33.642
-66.5	80.5	33.60523077
-66.5	81.5	34.21057143
-66.5	82.5	34.19585714
-66.5	83.5	34.15871429
-66.5	84.5	34.136
-66.5	142.5	34.31538462
-66.5	143.5	34.16661538
-66.5	144.5	34.33392308
-66.5	145.5	34.32515385
-66.5	146.5	34.26115385
-66.5	170.5	33.81561538
-66.5	174.5	33.83430769
-66.5	175.5	33.80269231
-66.5	178.5	33.92353846
-66.5	179.5	33.59792308
-65.5	-179.5	33.89581818
-65.5	-178.5	33.934
-65.5	-177.5	33.82069231
-65.5	-176.5	33.92261538
-65.5	-163.5	33.99730769
-65.5	-162.5	33.77346154
-65.5	-150.5	34.01838462
-65.5	-149.5	34.00753846
-65.5	-129.5	33.96715385
-65.5	-128.5	33.92338462
-65.5	-114.5	33.77315385
-65.5	-113.5	33.78469231
-65.5	-107.5	33.90846154
-65.5	-106.5	33.87292308
-65.5	-103.5	33.84961538
-65.5	-102.5	33.87615385
-65.5	-97.5	33.768
-65.5	-96.5	33.77030769
-65.5	-95.5	33.84253846
-65.5	-94.5	33.84084615
-65.5	-93.5	33.85830769
-65.5	-92.5	33.87953846
-65.5	-91.5	33.87553846
-65.5	-90.5	33.64115385
-65.5	-88.5	33.89061538
-65.5	-87.5	33.88984615
-65.5	-86.5	33.88469231
-65.5	-85.5	33.91084615
-65.5	-84.5	33.87869231
-65.5	-83.5	33.84338462
-65.5	-82.5	33.61930769
-65.5	-81.5	33.66561538
-65.5	-80.5	33.70830769
-65.5	-79.5	33.76430769
-65.5	-78.5	33.82746154
-65.5	-77.5	33.81630769
-65.5	-76.5	33.85707692
-65.5	-75.5	33.82
-65.5	-74.5	34.03845455
-65.5	-73.5	33.87453846
-65.5	-72.5	33.71130769
-65.5	-71.5	33.781
-65.5	-70.5	33.85530769
-65.5	-69.5	33.816
-65.5	-68.5	33.69569231
-65.5	-67.5	33.78976923
-65.5	-66.5	33.53930769
-65.5	-52.5	34.04684615
-65.5	-47.5	34.259
-65.5	-46.5	34.14569231
-65.5	-45.5	34.00123077
-65.5	-44.5	34.06838462
-65.5	-43.5	34.02892308
-65.5	-42.5	34.11146154
-65.5	-41.5	34.18661538
-65.5	-40.5	34.27161538
-65.5	-39.5	34.27915385
-65.5	-38.5	34.30161538
-65.5	-37.5	34.31784615
-65.5	-36.5	34.26646154
-65.5	-35.5	34.25015385
-65.5	-34.5	34.30469231
-65.5	-33.5	34.28569231
-65.5	-32.5	34.11738462
-65.5	-31.5	34.15023077
-65.5	-30.5	34.29
-65.5	-20.5	34.03976923
-65.5	-19.5	34.06453846
-65.5	-18.5	34.10092308
-65.5	-17.5	34.05161538
-65.5	-16.5	34.18569231
-65.5	-15.5	34.19953846
-65.5	-14.5	34.11730769
-65.5	-13.5	34.05992308
-65.5	-12.5	34.17746154
-65.5	-11.5	34.37227273
-65.5	-10.5	34.3182
-65.5	-9.5	33.90930769
-65.5	-7.5	34.11984615
-65.5	-6.5	34.171
-65.5	-5.5	34.36336364
-65.5	-4.5	34.13707692
-65.5	-3.5	34.13953846
-65.5	-2.5	34.04884615
-65.5	-1.5	34.21069231
-65.5	-0.5	34.15669231
-65.5	0.5	34.30061538
-65.5	1.5	34.18846154
-65.5	2.5	34.16730769
-65.5	3.5	34.129
-65.5	4.5	34.17261538
-65.5	5.5	34.25561538
-65.5	6.5	34.15884615
-65.5	7.5	34.14953846
-65.5	13.5	34.049
-65.5	18.5	33.99192308
-65.5	25.5	34.07969231
-65.5	28.5	34.3147
-65.5	29.5	34.2166
-65.5	30.5	34.10292308
-65.5	31.5	34.14407692
-65.5	32.5	34.18546154
-65.5	33.5	34.21790909
-65.5	34.5	34.27263636
-65.5	35.5	34.22109091
-65.5	36.5	34.011
-65.5	37.5	33.99053846
-65.5	38.5	34.00415385
-65.5	39.5	33.94553846
-65.5	40.5	33.96223077
-65.5	47.5	34.07523077
-65.5	48.5	33.98253846
-65.5	49.5	33.85746154
-65.5	50.5	33.77330769
-65.5	51.5	33.64625
-65.5	52.5	33.92246154
-65.5	53.5	34.00361538
-65.5	55.5	33.93230769
-65.5	56.5	34.01169231
-65.5	57.5	34.06653846
-65.5	58.5	34.054
-65.5	59.5	34.00369231
-65.5	60.5	33.96907692
-65.5	61.5	34.23014286
-65.5	62.5	34.20328571
-65.5	63.5	34.24757143
-65.5	68.5	34.04972727
-65.5	69.5	33.94469231
-65.5	71.5	34.2599
-65.5	72.5	34.14023077
