rgn_id_OHI	sst	wind_speed	wave_height	wave_period
65	0	0	0	0
66	0	0	0	0
67	0	0	0	0
68	18.75664164	8.95075127	1.581772191	5.238465497
69	10.77085623	7.674540694	0.996045101	3.713327038
70	12.83142792	8.347974921	0.945381214	4.007245677
71	19.37569444	7.591435185	0.957407407	3.849537037
72	18.06709656	8.131690917	0.999206349	4.553130511
73	0	0	0	0
74	17.35534877	9.984868505	1.719090561	5.142733547
75	24.77766494	5.682116404	1.097281004	5.740067495
76	20.03836387	7.480257887	1.209068545	4.738245342
77	20.82277804	6.263855924	1.085973456	4.89482893
78	23.14669872	5.635616097	0.827973647	4.312749288
79	23.97744382	5.665919671	0.941168193	4.344755432
80	21.1761913	8.086513825	1.199466316	4.328106111
81	21.41886826	6.718866021	0.999717514	4.109227872
82	21.67766912	6.365210062	1.077272833	4.751028603
83	0	0	0	0
84	26.16416298	7.650686468	1.399948725	5.25155534
85	0	0	0	0
86	0	0	0	0
87	0	0	0	0
88	0	0	0	0
89	0	0	0	0
90	0	0	0	0
91	0	0	0	0
92	0	0	0	0
93	0	0	0	0
94	0	0	0	0
95	0	0	0	0
96	0	0	0	0
97	13.06087054	9.530310508	2.317805958	6.946513778
98	0	0	0	0
99	0	0	0	0
100	26.26594956	8.075624754	1.801466769	6.143748084
101	0	0	0	0
102	0	0	0	0
103	22.34003843	7.433614753	1.83837063	7.562526371
104	0	0	0	0
105	0	0	0	0
106	0	0	0	0
107	0	0	0	0
108	0	0	0	0
109	0	0	0	0
110	0	0	0	0
111	0	0	0	0
112	0	0	0	0
113	0	0	0	0
114	0	0	0	0
115	0	0	0	0
116	0	0	0	0
117	0	0	0	0
118	0	0	0	0
119	0	0	0	0
120	0	0	0	0
121	0	0	0	0
122	0	0	0	0
123	0	0	0	0
124	0	0	0	0
125	0	0	0	0
126	0	0	0	0
127	0	0	0	0
128	0	0	0	0
129	0	0	0	0
130	0	0	0	0
131	0	0	0	0
132	0	0	0	0
133	0	0	0	0
134	0	0	0	0
135	24.23184712	8.137917062	1.887622987	6.863359078
136	0	0	0	0
137	0	0	0	0
138	0	0	0	0
139	0	0	0	0
140	0	0	0	0
141	0	0	0	0
142	0	0	0	0
143	0	0	0	0
144	21.8509242	7.592817835	1.338677921	4.924133662
145	0	0	0	0
146	0	0	0	0
147	0	0	0	0
148	0	0	0	0
149	0	0	0	0
150	0	0	0	0
151	0	0	0	0
152	0	0	0	0
153	0	0	0	0
154	0	0	0	0
155	0	0	0	0
156	0	0	0	0
157	0	0	0	0
158	0	0	0	0
159	0	0	0	0
160	0	0	0	0
161	0	0	0	0
162	0	0	0	0
163	17.73130491	9.128798775	2.329840195	7.302432589
164	0	0	0	0
165	0	0	0	0
166	0	0	0	0
167	0	0	0	0
168	0	0	0	0
169	0	0	0	0
170	0	0	0	0
171	0	0	0	0
172	0	0	0	0
173	0	0	0	0
174	9.282371795	7.319102564	0.823717949	3.092948718
175	0	0	0	0
176	0	0	0	0
177	12.4022573	8.26793811	1.26191174	4.454425457
178	7.850651581	9.532729551	2.149630538	6.352985659
179	10.50787494	9.456146832	2.061875554	6.18068713
180	11.31061693	9.079971267	1.644081377	5.080338799
181	8.758633747	10.42558496	2.577844524	7.17096997
182	16.4653368	8.810064357	1.921186571	5.980465293
183	0	0	0	0
184	0	0	0	0
185	0	0	0	0
186	20.34134964	6.309933018	0.641049666	3.231026686
187	9.870672142	9.211724191	2.007842863	6.088885062
188	6.808897544	9.414393552	1.867583925	5.835596736
189	0	0	0	0
190	26.16666667	6.8	1.1	5.277777778
191	24.93643827	6.467939468	1.129090671	4.574970979
192	27.08138889	5.798055556	1.114074074	6.862962963
193	0	0	0	0
194	0	0	0	0
195	0	0	0	0
196	0	0	0	0
197	0	0	0	0
198	0	0	0	0
199	19.26253628	8.977978892	2.115296722	6.643550176
200	20.41526887	9.161973548	2.124844658	6.705818345
201	0	0	0	0
202	0	0	0	0
203	0	0	0	0
204	28.7276758	4.970564629	1.101008183	4.697942536
205	0	0	0	0
206	0	0	0	0
207	0	0	0	0
208	28.85305556	3.602777778	0.321944444	1.991666667
209	0	0	0	0
210	20.51834551	8.483337191	1.686534711	5.53719112
211	0	0	0	0
212	0	0	0	0
213	0	0	0	0
214	25.54787184	7.362072046	1.225286842	4.604312364
215	23.29509259	6.007520576	0.845627572	4.357201646
216	0	0	0	0
217	0	0	0	0
218	12.15552284	9.675386195	2.361165062	7.001669109
219	0	0	0	0
220	27.87756248	8.449778574	1.409747133	5.137920867
221	0	0	0	0
222	13.78315658	8.284318006	1.444498085	4.951136368
223	0	0	0	0
224	0	0	0	0
225	0	0	0	0
226	0	0	0	0
227	0	0	0	0
228	0	0	0	0
229	0	0	0	0
230	0	0	0	0
231	0	0	0	0
232	19.70694307	6.876608941	0.726911376	3.308002736
233	0	0	0	0
234	0	0	0	0
235	0	0	0	0
236	0	0	0	0
237	0	0	0	0
238	0	0	0	0
239	0	0	0	0
240	0	0	0	0
241	0	0	0	0
242	0	0	0	0
243	0	0	0	0
244	0	0	0	0
245	0	0	0	0
246	0	0	0	0
247	29.52167138	5.034095905	0.57931583	3.258465338
248	0	0	0	0
249	0	0	0	0
250	0	0	0	0
