rgn_id_OHI	sst	wind_speed	wave_height	wave_period
1	0	0	0	0
2	0	0	0	0
3	0	0	0	0
4	28.29334445	7.219484092	1.236195114	4.75737468
5	0	0	0	0
6	0	0	0	0
7	22.82314644	9.303742194	2.107141039	6.49600347
8	25.54713203	8.516071429	1.460281385	5.963744589
9	0	0	0	0
10	0	0	0	0
11	21.13523904	8.731440856	1.992146909	6.687358004
12	0	0	0	0
13	28.26349206	8.424603175	1.477777778	6.888888889
14	25.12691297	9.56078179	1.995954683	5.756155909
15	0	0	0	0
16	21.38471726	7.724106545	1.573529366	5.865321405
17	0	0	0	0
18	0	0	0	0
19	0	0	0	0
20	16.80136699	7.704735923	1.187216093	4.472413616
21	21.49400177	7.07129727	1.236685907	4.783740222
22	0	0	0	0
23	0	0	0	0
24	29.02112944	6.114658253	0.788609751	3.423853675
25	0	0	0	0
26	0	0	0	0
27	0	0	0	0
28	0	0	0	0
29	0	0	0	0
30	0	0	0	0
31	0	0	0	0
32	0	0	0	0
33	0	0	0	0
34	0	0	0	0
35	0	0	0	0
36	0	0	0	0
37	0	0	0	0
38	0	0	0	0
39	26.26988464	8.204613386	1.926199523	6.872527464
40	15.61673167	8.352302582	1.533030196	5.053376945
41	0	0	0	0
42	0	0	0	0
43	23.68102504	7.206113453	1.314846259	5.090659491
44	23.78044795	8.462633181	2.181869512	7.535127408
45	0	0	0	0
46	28.43166667	6.218333333	0.801666667	4.966666667
47	27.52479242	7.310116692	1.464815381	5.261772722
48	26.77766197	7.586000149	1.59010801	5.31800773
49	0	0	0	0
50	27.18653686	6.676146349	1.172420954	4.781255663
51	24.56011506	6.858606335	0.867614738	3.85675501
52	27.67333333	8.606666667	1.433333333	4.266666667
53	27.25393111	6.428392037	1.358094939	5.552631171
54	26.37837598	5.730250107	0.94393249	3.841159417
55	0	0	0	0
56	0	0	0	0
57	0	0	0	0
58	0	0	0	0
59	26.11113334	6.614421368	1.308568672	5.627840854
60	0	0	0	0
61	0	0	0	0
62	0	0	0	0
63	25.18397649	7.882314295	1.820066626	6.887372703
64	24.85091969	8.323696586	1.851269181	6.731797197
