"rgn_id","habitat","prop_score"
1,"saltmarsh",0.106
1,"seaice_shoreline",0.894
2,"saltmarsh",0.106
2,"seaice_shoreline",0.894
3,"saltmarsh",0.106
3,"seaice_shoreline",0.894
4,"saltmarsh",0.106
4,"seaice_shoreline",0.894
