Lat	Long	air_temp	sst	wind_speed	wave_height	wave_period
66	8.1	-9.99	25.2	2.6	2.5	8
65.3	7.3	4	7.6	4.6	2	9
64.3	7.8	-9.99	7.6	6.2	2.5	8
61.6	1.3	-9.99	7.6	15.4	4.5	8
61.2	0.9	-9.99	7.6	18.5	5	8
61.2	1.1	-9.99	7.6	20.1	5	7
61.1	1	-9.99	7.6	17.5	5	8
61	1.7	-9.99	7.6	19.5	4.5	7
60.8	1.7	-9.99	7.6	17.5	4.5	7
60.7	5.1	-9.99	7.6	4.1	1	10
60.7	-2.6	-9.99	7.6	15.4	7	9
60.6	1.6	-9.99	7.6	17.5	4.5	7
60.6	3.7	4.2	3.6	10.8	4	7
60.5	1.7	-9.99	3.6	23.2	6	9
60.5	-4.2	-9.99	3.6	12.9	6	9
59.7	1.6	-9.99	3.6	19	4	7
59.6	2.2	2.5	6.8	18	4	6
59.5	1.5	-9.99	6.8	19	4	7
59.2	1.5	-9.99	6.8	20.1	4	7
58.6	-139.4	12.8	8.1	5.1	1.5	10
58.4	1.9	-9.99	8.1	18	3.5	7
58.4	-0.2	-9.99	8.1	11.8	4	7
58	1.4	-9.99	8.1	17.5	4.5	7
58	-0.9	-9.99	8.1	18.5	6	6
58	-0.3	-9.99	8.1	16.5	4	7
57.9	0	-9.99	8.1	16.5	4	7
57.9	1.8	-9.99	8.1	17.5	4.5	7
57.7	0.7	-9.99	8.1	17	4	7
57.7	0.9	-9.99	8.1	15.4	3.5	7
57.7	1.8	-9.99	8.1	13.4	4	7
57.3	1.6	-9.99	8.1	14.4	4.5	7
57.3	2	-9.99	8.1	14.4	5	8
57.2	0.8	5.7	6.9	14.4	4	6
57.2	2.1	-9.99	6.9	15.4	4	7
57.1	0.9	-9.99	6.9	14.4	3.5	7
57	1.8	-9.99	6.9	17.5	4	7
57	1.9	-9.99	6.9	16.5	4	7
56.5	3.2	5.1	7.3	15.9	4	8
54.7	12.7	3.7	4.6	9	1	5
54.4	-168.2	3	2	12.9	3	9
54.4	-165.5	7	7	15.4	2	8
54.4	-132.4	6.8	8.7	7	2	12
54.3	-168.3	3.1	5	10.3	2	7
54.3	-166.4	3	5.1	19	4	5
54.2	-134.3	8.2	8.7	9	3	13
53.9	-138.9	-9.99	7.4	10	4	11
53.6	-131.1	7.6	9.2	10	1	5
53.4	1.7	-9.99	9.2	15.9	4	7
53.1	2.8	-9.99	9.2	17.5	4	7
53	2.1	-9.99	9.2	19	3.5	6
52.5	-132.7	8.5	9.7	5	3.5	14
52.4	-129.8	7.6	9.8	8	2	15
52.4	-4.7	7.3	8.4	10.8	3	7
51.8	-131.2	8.5	9.6	6	3	14
51.6	-5.1	7.5	8.4	12.9	3	6
51.4	2	6.8	8.1	19.5	2	7
51.4	-128.8	8.4	9.4	7	2.5	14
51.2	1.8	7.5	8.2	17.5	1.5	6
51.1	-13.3	9.2	10.8	7.2	5	9
50.9	-136.1	8.1	9.3	12	4	12
50.9	-129.9	9.2	10.1	7	2.5	14
50.4	0	8.1	9	14.9	2	7
50.4	0.7	8	12	20.6	4	6
50.1	-6.1	8.8	9.3	14.4	4	10
49.9	-2.9	8.7	9.7	14.9	2.5	8
49.7	-127.9	9.5	10.7	6	2.5	13
49.3	-12.9	10	12	10.3	2.5	12
49.1	-127.1	12.2	10.6	4.6	1.5	7
49.1	-2.2	-9.99	10.6	12.3	3	8
48.8	-126	9.2	10.8	3	2.5	12
48.8	-12.4	10.3	11.4	6.2	4.5	9
