Lat	Long	air_temp	sst	wind_speed	wave_height	wave_period
66	8.1	8.5	7.5	12.9	6	8
65.3	7.3	-9.99	7.5	13.4	5	8
64.3	7.8	-9.99	7.5	16.5	5.5	8
63.2	7.6	-9.99	7.5	6.2	0.5	20
62.1	-15.5	-9.99	7.5	9.8	5	10
61.6	1.3	-9.99	7.5	10.8	4.5	8
61.2	0.9	-9.99	7.5	9.8	3.5	7
61.2	1.1	-9.99	7.5	10.8	3.5	7
61.1	1	-9.99	7.5	9.3	3	7
61	1.7	-9.99	7.5	10.3	3	6
60.8	1.7	-9.99	7.5	10.8	2.5	6
60.7	-2.6	-9.99	7.5	15.4	4	8
60.6	1.6	-9.99	7.5	9.3	2.5	6
60.6	3.7	8.1	6.5	10.8	2.5	7
60.5	-4.2	8.7	9	9.8	3.5	8
59.7	1.6	-9.99	9	11.8	2.5	6
59.6	2.2	-9.99	9	9.3	3	6
59.5	1.5	-9.99	9	9.3	3	6
59.2	1.5	-9.99	9	14.9	2.5	6
58.7	1.4	-9.99	9	15.4	2.5	6
58.4	1.9	-9.99	9	13.9	2.5	6
58.4	-0.2	-9.99	9	12.9	2	5
58	1.4	-9.99	9	11.8	2.5	6
58	-0.3	-9.99	9	11.8	2.5	6
57.9	0	-9.99	9	13.9	2.5	6
57.9	1.8	-9.99	9	11.3	2.5	6
57.9	-0.9	-9.99	9	18	4	5
57.7	0.7	-9.99	9	13.4	2.5	6
57.7	0.9	-9.99	9	13.4	2	6
57.7	1.8	-9.99	9	9.8	3	6
57.3	1.6	-9.99	9	12.3	2.5	6
57.3	2	-9.99	9	12.3	2.5	6
57.2	0.8	10	9	11.8	3	6
57.2	2.1	-9.99	9	6.2	2.5	6
57.1	0.9	-9.99	9	15.4	2.5	6
57.1	169.5	-9.99	9	19.5	4.5	10
57	1.8	-9.99	9	12.9	2.5	6
57	1.9	-9.99	9	13.4	2.5	5
56.5	3.2	8	8.7	12.3	2.5	7
54.9	13.9	5.9	6.3	11	1	4
54.7	12.7	5.8	5.4	12	1	4
54.2	-163.3	-9.99	5.4	3.1	2.5	16
53.6	5.9	8	8	7.2	1	3
53.4	1.7	-9.99	8	13.4	2	5
53.1	2.8	-9.99	8	13.9	2	5
53	2.1	-9.99	8	11.8	1.5	4
53	-177	3	3.5	12.9	3.5	8
52.4	-4.7	-9.99	9.3	9.8	2.5	6
51.4	2	7.5	10.2	9.3	0.5	5
51.4	-7.9	-9.99	10.2	12.9	3.5	7
51.2	1.8	7.3	9.7	12.9	0.5	5
51.1	-13.3	12.3	11.9	10.8	3.5	6
50.6	-147.6	10	6	14.4	2.5	3
50.6	-147.6	10	6	14.4	2.5	3
50.4	0	7.5	11.2	13.4	1.5	6
50.1	-6.1	11.9	11.6	11.3	2	7
50	157.4	0.1	-1	19.5	4	4
50	-4.4	-9.99	-1	9.8	2.5	7
49.9	-2.9	9.6	11.5	14.4	2	7
49.1	-2.2	-9.99	11.5	10.3	1	11
48.8	-131.1	-9.99	11	5.7	1	3
48.8	-12.4	12.8	12.5	11.8	2.5	6
48.4	-20.5	13.2	12.6	14.9	3.5	7
47.7	-30.1	11	13	11.8	2	5
47.5	-8.4	13.2	12.8	8.2	2.5	6
46.7	-48.7	-2.2	4	6.7	4	11
46.4	-48.4	-1.1	2.8	10.8	2	5
46.3	151.6	-9.99	2.8	9.3	2.5	5
46.3	-25.4	-9.99	2.8	7.7	3	9
45.3	-5	12	13.6	4.1	1.5	7
44.4	-36.9	10	16.3	8.2	3.5	9
44.2	135.9	-12	0.4	12	1.5	5
43.8	-60.6	-9.99	0.4	14.9	2.5	7
43.4	7.8	8.7	14.5	13.9	2.5	6
43.4	-13.8	14.5	14.4	7.7	1	10
43	-58	0.5	16.3	12	2	7
42.8	170.3	9	7	10.3	5.5	13
42.1	4.7	9.4	13.2	6.2	2	6
41.9	143.6	-2	2	8.2	2	8
41.6	143.2	6	4	9.3	2	5
41.1	-72.7	-0.9	6.3	7	0.5	5
40.6	-45.8	-9.99	6.3	10.3	2	5
40	171.7	-9.99	6.3	4.6	2	3
39.6	-51.6	9	20	6.2	2	3
39.5	-9.6	-9.99	20	5	1	10
38.9	-128.6	14	15	11.3	3	10
38.5	154.3	12	14	12.3	4	10
38.4	-72.4	-9.99	14	8.7	2.5	8
38	7.7	9	16	13.9	2.5	7
37.8	-35.7	19.5	18.4	10.8	1.5	4
37.4	-15.2	14	20	3.6	0.4	4
37.2	155.5	16	18.6	11.3	3	6
