Lat	Long	air_temp	sst	wind_speed	wave_height	wave_period
49.9	-2.9	5.6	8.9	9.3	0.5	6
49.4	-4.4	-9.99	8.9	7.7	0.5	3
49.3	-11.7	-9.99	8.9	3.6	2	9
49.2	-25.8	11	12	11.8	2.5	7
48.8	-126	7.4	9.4	5	2	10
48.4	-133.9	8.6	8.4	9	1.5	5
48	-60.8	-7	1	13.4	1.5	3
47.7	146.7	-8	1	12	2	6
47.7	-27.2	13.5	13	17.5	2	10
47.6	-27.6	14	13	9.8	2.5	9
47.5	-8.4	8.9	12	6.2	2.5	6
47.4	-5.3	7.8	11	10.3	1	5
46.9	-10	9.2	12	11.3	2	6
46.7	152.6	-1	1	25.2	3	9
46.7	-48.7	-2	0.5	18	2	4
46.7	-48	-0.5	0.1	12.9	3.5	9
46.4	-53.4	-9.99	0.1	7	3	10
46.4	-48.4	-1.2	0.2	18.5	2.5	9
46.2	-161.5	8	6	19	4	10
45.9	160.9	8.5	2	8.7	2.5	4
45.8	140.6	-10	4	14	1.5	6
45.6	-7.9	9.5	11.2	12.9	2.5	8
45.5	-156.8	11	7	3	1.5	3
45.2	-5	8.7	12	10.3	2.5	6
44.5	-63.4	-8.7	2.1	9	0.5	14
44.3	148.2	-4	1	19	5	7
44.3	-53.6	-0.9	3.1	13	3.5	11
44.2	-57.1	-9.99	3	10	2	10
43.6	149.2	0	2	24.7	3	4
43.6	151.4	3	2	15.4	3	6
43.5	135.3	-10.2	3	7	0.5	3
43.4	7.8	8.4	12.6	4.6	1	5
43.1	-62.5	-2.5	5	10.3	2	6
43	-58	-1.7	7.6	11	2.5	7
42.9	-51.5	1.7	3.6	16	4.5	10
42.5	-64	-4	2.6	12	1.5	6
42.4	132.8	-0.5	0.4	9	1	3
42.4	-60.6	1	13.8	10.3	4	6
42.2	-62	-2	13.2	11	2	6
42	-128.6	11	13	9.8	2	7
41.9	-24.4	12	12	2.1	0.5	12
41.5	-153.6	11	9.2	14.4	2	5
41.5	-153.6	11	9.2	14.4	2	5
41.5	-134.4	-9.99	9.2	13.4	5	5
41.3	-32.4	14	13.2	4	4	6
41.1	-72.7	-9.99	8	5	0.5	2
41	-21.2	12	12.5	9.3	5	22
40.6	-10.1	12.9	15.1	4.1	1	6
40	174	5.5	12	18	5	12
40	174	5.5	12	18	5	12
39.8	-20.9	-9.99	12	9.8	2	9
39.4	-0.2	14	12	13.4	1	2
39.2	151.2	-9.99	12	14.9	3	6
38	-9.9	17	16	5.1	1	3
37.7	-11.6	-9.99	16	4.1	2	7
37.5	-9.5	15.2	15.6	6.2	0.5	3
36.9	11.8	16	15.6	12.3	3	6
36.9	-130.7	14.4	13.3	7.2	4	12
36.8	1.5	14	14.5	9.3	3	7
36.4	-1.4	-9.99	14.5	7.7	1.5	9
36.3	15.6	14	16	12	3	5
36.1	141	11	15	17	0.5	2
35.5	-160.2	14.5	12.9	5.7	3	7
35.5	-19.5	-9.99	12.9	5.1	2.5	5
35.3	-127	15	15	14.4	2.5	9
35	28.3	-9.99	15	10.8	2.5	8
34.8	140.3	12	18	12.3	2	10
34.5	-121.9	15	14.4	5	1.5	9
34.4	-39.8	16	15	7.7	4	4
34.3	-52.3	-9.99	15	18	5	8
33.5	24.4	-9.99	15	8	2.5	6
32.9	-120.9	-9.99	15	9.8	2.5	10
32.9	-51.5	-9.99	15	10.8	2	4
32.6	135.1	13.8	20.9	11.3	1.5	7
32.4	-117.7	15	16	5.1	1.5	5
32.3	132.7	15.1	21.3	7.7	1	4
31.7	-152	17.6	17	9	4	18
31.5	128.1	12.5	18	10.8	0.5	3
31.5	128.1	12.5	18	10.8	0.5	3
31.1	-130.2	18.3	17.2	11.8	2.5	6
30.9	135.2	18	20.1	7.7	2.5	6
30.9	135.2	18	20.1	7.7	2.5	6
30.7	-169.9	17.2	17	13.4	1.5	8
30.7	-169.9	17.2	17	13.4	1.5	8
30.4	122.4	8	9	9.3	4	4
30.1	135.1	18	19.4	11.8	1	3
30.1	135.1	18	19.4	11.8	1	3
30.1	153.3	18.5	19	6.2	2	10
29.9	144.9	18.6	19.2	11.8	1	3
29.9	144.9	18.6	19.2	11.8	1	3
29.8	-130.4	18.3	16.1	6.7	2	12
29.7	122.4	8.5	10.6	10.3	0.5	2
29.5	-79.9	22	26.2	13.9	3	4
28.9	132.3	22	24	12.3	2.5	7
28.9	-18.2	22.2	18	7	1.5	7
28.6	135.1	19.3	18.5	6.2	1	3
28.6	135.1	19.3	18.5	6.2	1	3
28.5	33.1	-9.99	18.5	14.4	4.5	4
28.2	-88.3	13	21	6.7	2	4
28.2	-70.4	20	21.7	8.2	2	7
27.9	170.5	18	16	6.7	4	6
27.8	-141.9	20	18.9	7.7	4	9
27	-44.9	-9.99	18.9	9.8	3.5	12
26.9	-90.4	15.4	21	6.7	1	6
26.8	130.1	22.5	22	8	1.5	5
26.5	-90.5	15	22.1	8.7	1	3
26.4	56.7	21.6	22.2	12.3	1.5	4
26.1	-94.7	16.7	20.6	8.2	1	7
26.1	-75.6	22	25	6.7	1.5	4
26	-80.1	19	25	3.6	1	5
26	-79.6	20	24.5	15.4	2.5	9
25.8	-84.1	17	23.2	8.2	2	5
24.8	133.3	23	26	9.3	2	3
24.8	133.3	23	26	9.3	2	3
24.3	-88.9	20	26	6.7	2	5
24	151.9	20.2	25	6	1.5	6
23.9	58.7	-9.99	25	6.2	1	2
23.7	120.1	21.5	24.4	1	0	0
23.2	-153.5	24	25	6.2	1.5	12
22.8	60.8	22.8	25	8	1	6
22.7	-17.6	21.4	21	5.7	1.5	7
22.5	146.3	23	26.6	7.2	1	4
22.5	146.3	23	26.6	7.2	1	4
22	132.3	24	25	4.6	2	3
21.8	61.9	-9.99	25	2.1	0.2	2
21.8	-44.7	-9.99	25	7.7	1	6
21.6	-135.8	22.5	21	7	2	12
21.6	-55	23.9	25.9	9.8	1	3
21.5	-86.3	24	26.2	4.6	2	10
21.3	-84.4	25.2	26	7.2	1.5	3
20	-68	25.5	25	10.3	1	3
19.3	64.2	22	25	4.1	0.5	10
19.2	169.5	25	26.2	3.6	1.5	8
19	-68.4	26	26	9.8	1.5	6
18.7	39.7	27	25	10.3	0.5	3
18.7	39.9	27	26.8	9.8	1.5	5
18.5	-57.1	24.7	26.9	8.7	1	4
17.2	-16.4	20.8	19	12	0.5	10
17.1	40.7	26	26	11.8	1.5	3
17	-16.5	20.6	18.5	0	0	0
15.8	113.4	25.2	27	4.6	1	2
15.5	112.7	25	28.3	5	1	5
15.4	112.6	-9.99	28.3	5.7	1.5	5
15.3	128.4	26.4	26.9	7.7	1.5	8
15.3	-22.4	-9.99	26.9	13.9	1	12
15.2	54.1	-9.99	26.9	4.6	1	5
14.6	-56.2	25.5	26.7	9.3	2	8
13.7	-73.3	26	25.4	9.3	2.5	6
12.9	43.2	25.8	26.1	12	2	12
12.1	100.4	27	28	5	0.5	10
12.1	-17.6	23.4	23	4	0.4	2
10.2	-64.8	24	28	10.3	2	5
10.1	112.2	29	27.5	6.2	1	4
10.1	-43.9	26	28	9.8	2.5	9
9.8	-172.6	-9.99	28	9.3	2	8
9.4	-79.9	27	28	10.3	1	9
8.6	127.5	27	27.8	5.7	2	6
8.1	108.7	26.4	27.6	5.7	2.5	6
7.4	108.3	26	26.8	5.1	1	5
7	162.7	29.3	28.1	13.4	2	5
6.8	-50.4	-9.99	28.1	9.3	2.5	9
6.6	77.8	26	29	8.2	1.5	3
6.6	78.2	26.8	28.2	11.8	2.5	12
6.4	94.9	-9.99	28.2	5.7	1	12
6.2	119.8	26.2	30	9.8	1	3
5.7	84	27.5	28	6.7	1	5
5.7	96.8	27.6	30.4	0	0	0
5.6	97.1	28	30.2	4.1	0.5	4
4.4	-4.8	28.6	28	4.1	1	2
4.2	113.1	25	28	1.5	0.1	2
4	-80.3	-9.99	28	6	1.5	8
2.9	1.3	-9.99	29	4.6	2	3
2	-10.4	-9.99	29	4.1	0.4	2
1.8	89.2	28	29	9.3	1	7
0.8	-147.7	29	28	6.7	1.5	6
0.5	-8.9	28.5	31.1	4	0.5	7
-0.8	87.7	27.4	28	7.2	1.5	10
-0.9	107.4	28	24.7	5	0.5	4
-2	-37.9	-9.99	24.7	4.1	1	3
-2.2	152.5	30	29.4	2.6	1	4
-2.6	127.1	-9.99	29.4	7.7	1.5	6
-4	9.2	-9.99	29.4	9.8	2.5	5
-5.7	116.9	26	28	4.6	1	12
-6.5	-31.7	-9.99	28	3	1.5	6
-7.2	-143.3	-9.99	28	10.3	1.5	3
-7.3	88.8	29	29	7.2	0.5	3
-7.3	149.8	-9.99	29	5.7	1.5	4
-8.1	74.4	26.4	31.3	6.7	0.5	3
-9.8	8.7	25.5	28	8	1.5	4
-10.5	122.4	29.5	29.2	5.1	2	5
-11.5	71.5	-9.99	29.2	3.6	1	5
-13.7	126.3	29.5	29.6	7.2	0.5	3
-13.7	150.3	30	29.3	15.4	2.5	7
-14.8	95.2	26	29	4.6	1	4
-15.4	41.5	-9.99	29	9.8	1.5	3
-15.6	69.9	28	30	9.3	1.5	7
-16.9	-77.2	24	23.3	8.2	2	8
-19.3	-38.2	28	31.2	6.2	1.5	7
-20	-94	-9.99	20	8	2	8
-20.2	98.1	25	27	7.2	2.5	5
-21	-125.2	28	26.9	9.8	1.5	10
-21.6	150.5	28	27	9.8	2	5
-23.3	-39.9	-9.99	27	8.7	1.5	5
-24	-45.3	28	29	5.7	1	2
-24.4	53.9	24.7	29	8.2	1.5	8
-24.9	-74.7	-9.99	29	10.8	2.5	5
-26.7	63.3	25.3	27	5.1	1	4
-27.3	112.7	24.5	23.6	11.3	2.5	6
-27.9	113.2	22.5	22.8	11.8	2.5	8
-28.9	153.7	26	24	11.8	3	8
-29.6	176.1	23.4	23.5	15.9	2.5	7
-32.7	178.9	23.5	24	12.3	6	9
-34.1	-52.8	-9.99	24	8.7	2	8
-35.4	130.9	-9.99	24	5.1	3	10
-39.3	143.2	15	17.5	8	3	7
-39.6	155.8	-9.99	17.5	6.7	1.5	6
-41.7	175.3	-9.99	17.5	9.3	1.5	5
-44.3	175.9	13	14.8	7	2	9
-47.5	9.8	5.9	6.9	8.7	3	10
-59.1	111.9	1.9	3.1	9.8	1.5	6
-65.7	-72.8	-0.3	1.3	17	3	6
44.1	-68.1	-3	4.8	9	0.5	4
43.7	-69.4	-2.9	4.6	7	1	4
43.5	-67.9	-2.4	4.5	9	1.5	5
43.2	-70.4	-2.5	4.7	7	0.5	2
42.5	-70.6	-9.99	4.2	8	0.5	3
42.3	-65.9	-3.1	3.3	9	1.5	6
41.1	-72.7	-9.99	3.3	5	0.5	2
28.9	-78.5	17.1	23.9	8	2	6
28.5	-80.2	17.9	21.6	8	1.5	6
41.1	-72.7	-9.99	21.6	5	0.5	3
41.1	-72.7	-9.99	21.6	6	0.5	3
60.6	-146.8	-9.99	4.8	2	0.5	10
60.2	-146.8	4.4	4.6	4	1	10
59.7	-143.4	5.6	6.5	8	1.5	7
58.2	-138	5.9	6.7	2	1.5	9
56.3	-148	3.2	4.2	6	1.5	10
55.9	-142.6	3.4	4.8	4	1.5	9
55	-172	1.9	3.1	13	2	7
53.9	-160.8	3.1	3.6	16	3.5	8
52.7	-155	4.6	3.9	10	3	8
46.1	-124.5	9.9	10.5	4	2	11
45.9	-125.8	9.5	9.4	7	1.5	11
44.6	-124.5	11	11.1	5	2	11
44.3	-67.3	-3.7	4.5	10	1	4
43.5	-70.1	-3.2	4.3	8	0.5	3
43.2	-69.1	-1.9	4.8	9	1	4
42.7	-124.8	11	11.5	8	1.5	12
42.3	-70.7	-1.8	4	9	1	3
41.9	-124.4	10.9	11	6	2	12
41.4	-70.2	-2.2	1.7	9	0.5	3
41.3	-69.3	-9.99	1.7	7	1	6
40.7	-124.6	11.3	12	10	1.5	12
40.7	-72	-1.5	4.9	7	1	11
40.4	-73.7	-0.5	5.2	10	1	11
40.3	-73.2	0	5.6	8	1	3
39.6	-72.6	0.4	9.1	8	1.5	10
39.2	-124	11.3	11.9	6	1.5	12
38.5	-74.7	-1.4	5.2	7	1.5	8
38.2	-123.3	11	12.4	1	2	13
37.4	-122.9	-9.99	12.4	2	2	13
36.8	-122.4	-9.99	13.7	5	2	13
36.6	-74.8	1.2	10.7	5	2	11
35	-75.4	1	6.9	8	1.5	9
34.7	-121	12.9	13.6	7	2.5	13
34.3	-120.5	13.6	14.7	8	2.5	11
34.2	-119.8	14	14.9	4	2	13
33.7	-119.1	14.2	15.5	3	2	13
33.4	-77.7	4.7	14.9	5	1	11
32.5	-118	14.5	15.6	3	2.5	14
32.5	-79.1	5.9	17.6	6	1	5
32.5	-53.4	19.1	18.6	12	3	7
32.4	-119.5	-9.99	18.6	5	2.5	14
31.4	-80.9	6.2	12.1	7	1	7
30.1	-87.6	9	14.3	4	0.5	5
29.2	-94.4	5.7	12.5	2	0.5	5
28.9	-78.5	17.3	23.9	7	1.5	6
28.8	-86	12	19.6	9	1.5	6
28.5	-84.5	12.1	18.6	8	1	5
28.5	-80.2	18	21.5	9	1.5	6
27.5	-71.5	20.5	21.6	9	1.5	7
27.5	-63	23.7	23.8	8	1.5	6
27	-96.7	14.9	17.6	8	1.5	6
26	-85.6	17.8	25.7	8	1.5	6
25.9	-89.7	17.5	21	9	1.5	7
24.3	-162.1	20.4	23	4	3.5	13
23.9	-70.9	24.6	24.9	1	2	8
23.6	-153.9	22.5	23.9	6	3	13
23.5	-154.1	22.5	24	6	3	15
22	-94	-9.99	24	7	1	6
21.7	-58.7	24.7	25.7	7	2	12
21	-65	25.6	26.4	5	2	14
19.9	-85.1	26.2	27	3	1	9
19.1	-160.7	24	25.9	2	3	14
17.1	-157.8	24.8	25.4	6	1.5	15
16.8	-81.5	26.5	27.4	7	1.5	6
16.5	-63.5	26.5	27	8	1	5
14.5	-53	26	26.7	9	2	8
14.4	-46	25.3	26.1	8	2	6
61.6	1.3	-9.99	26.1	6.2	3	6
61.2	1.1	-9.99	26.1	5.7	2.5	6
61.1	1	-9.99	26.1	3.1	3	6
61	1.7	-9.99	26.1	10.3	2.5	7
60.8	1.7	-9.99	26.1	1.5	2.5	5
60.6	1.7	-9.99	26.1	1.5	2.5	8
59.5	1.6	-9.99	26.1	5.7	2.5	6
59.2	1.5	-9.99	26.1	7.7	2.5	6
58.7	1.4	-9.99	26.1	4.6	1.5	5
57.7	0.9	-9.99	26.1	8.7	2.5	6
57.7	1.4	-9.99	26.1	9.3	2.5	6
57.7	1.8	-9.99	26.1	11.3	2.5	6
57.2	0.8	-9.99	26.1	7.7	3	6
57.1	1	-9.99	26.1	10.3	2.5	6
57.1	2.1	-9.99	26.1	7.7	2.5	6
57	1.8	-9.99	26.1	9.3	3	4
57	2	-9.99	26.1	9.8	2.5	6
55.4	-12.2	7.8	10.7	4.6	3	9
54.4	-132.4	7.7	6.7	3	0.4	12
54.2	-134.3	5.2	7.7	1	1.5	9
54	-3.8	-9.99	7.7	10.8	1.5	4
53.9	-3.6	-9.99	7.7	10.8	1.5	4
53.8	-3.5	-9.99	7.7	6.7	1.5	4
53.6	-131.1	6.2	7.3	4	0.4	9
53.5	-5.4	4.9	8.4	12.3	2	5
53.4	1.7	-9.99	8.4	8.7	1.5	5
53.1	2.8	-9.99	8.4	9.3	2	5
53.1	-15.9	8.6	10.9	4.6	2	8
53	2.1	-9.99	10.9	10.8	1.5	5
52.5	-132.7	5.5	8	3	1.5	9
52.4	-129.8	6.9	8.3	1	1	10
52.4	-4.7	5.7	6.5	10.3	1.5	5
51.8	-131.2	6.7	8.8	3	2	10
51.6	-5.1	5.7	7.8	9.3	1	4
51.4	2	2.8	6.8	10.3	0.5	6
51.4	-128.8	7.5	8.4	2	1.5	11
51.4	-7.9	-9.99	8.4	7.7	1	4
51.2	-10.5	8	10.8	4.6	2	7
51.1	1.8	2.9	7.2	10.3	0.5	6
50.9	-136.1	6.2	7.4	6	1.5	7
50.9	-129.9	7.3	8	5	2	10
50.4	0	4.3	8.3	9.3	0.5	5
50.1	-6.1	6.6	8.9	8.7	1.5	7
49.9	-2.9	5.8	8.9	10.3	0.5	5
48.8	-126	7.5	9	5	2	12
48.4	-133.9	8.4	8.4	9	2	6
47.5	-8.4	9.1	11.9	5.7	2	6
46.4	-53.4	-9.99	0.1	8	2.5	11
45.2	-5	8.5	12	8.7	3	6
44.5	-63.4	-8.7	2.1	10	0.5	13
44.3	-53.6	-0.9	3.2	12	3	10
44.2	-57.1	-9.99	3	11	2	10
43	-58	-1.9	7.7	11	2.5	7
42.9	-51.5	2.2	3.7	12	4.5	10
42.5	-64	-3.8	2.7	11	1.5	6
42.3	-124.6	-9.99	2.7	2.6	1	6
42.2	-62	-1.9	13.2	11	2	6
41.1	-72.7	-9.99	13.2	7	0.5	3
36.9	-76	-1	5	7.2	1.5	3
33	-121.2	-9.99	5	8.2	2.5	14
28.6	-18.5	21	18	9.3	2	5
25.2	-86	-9.99	18	6.7	1	3
24.2	-81.3	22	26	11.8	3	7
14.6	-56.2	25.5	26.6	9.3	2.5	8
6.4	95.2	-9.99	26.6	6.2	0.5	8
-23.9	-45	27	29	2.1	1	2
59.6	2.2	1.7	6.2	4.1	2.5	8
44.1	-68.1	-3.3	4.9	9	1	4
43.7	-69.4	-3	4.5	7	0.5	3
43.5	-67.9	-2	4.5	9	1.5	5
43.2	-70.4	-2.4	4.7	10	0.5	3
42.5	-70.6	-9.99	4.2	9	1	4
42.3	-65.9	-2.6	3.2	10	2	6
60.6	3.7	-9.99	3.2	2.1	2	7
28.9	-78.5	17.6	23.9	8	1.5	5
28.5	-80.2	17.9	21.5	8	1.5	6
41.1	-72.7	-9.99	21.5	6	0.5	4
41.1	-72.7	-9.99	21.5	6	0.5	4
60.6	-146.8	-9.99	4.9	0	0.5	10
60.2	-146.8	4.6	4.7	4	1	10
59.7	-143.4	5.8	6.4	8	1.5	6
58.2	-138	5.8	6.6	2	1.5	10
56.3	-148	2.8	4.2	6	1.5	9
55.9	-142.6	3.2	4.7	5	1.5	9
55	-172	2.5	3.1	12	2.5	7
53.9	-160.8	2.7	3.9	16	3.5	7
52.7	-155	4.7	3.9	10	2.5	7
46.1	-124.5	10	10.4	4	2	12
45.9	-125.8	9.5	9.4	7	1.5	11
44.6	-124.5	11.1	11.1	5	2	12
44.3	-67.3	-3.6	4.3	10	1	4
43.5	-70.1	-3.2	4.4	10	0.5	3
43.2	-69.1	-2.1	5.1	10	1	4
42.7	-124.8	11	11.4	8	1.5	11
42.3	-70.7	-2.1	4	10	1	4
41.9	-124.4	10.9	11	5	2	12
41.4	-70.2	-2.2	1.5	8	0.5	3
41.3	-69.3	-9.99	1.5	8	1	6
40.7	-124.6	11.5	12	10	1.5	5
40.7	-72	-0.7	4.9	8	1	11
40.4	-73.7	-0.6	5.3	8	1	10
40.3	-73.2	0.2	5.6	10	1	4
39.2	-124	11.2	11.9	7	2	11
38.5	-74.7	-1	5	8	1	8
38.2	-123.3	11	12.3	1	2	12
37.4	-122.9	-9.99	12.3	1	2	13
36.8	-122.4	-9.99	13.6	3	2.5	13
36.6	-74.8	1.5	10.6	5	2.5	11
35	-75.4	1	6.9	7	1.5	6
34.7	-121	12.7	13.6	8	2	13
34.3	-120.5	13.2	14.6	8	2.5	14
34.2	-119.8	14	14.7	4	1.5	14
33.7	-119.1	14.2	15.4	4	2	14
33.4	-77.7	5	14.9	6	1	11
32.5	-118	14.4	15.6	3	2.5	15
32.5	-79.1	6.3	17.5	6	1.5	11
32.4	-119.5	-9.99	17.5	6	2.5	14
31.4	-80.9	6.8	12.2	6	1	5
30.1	-87.6	9	14.4	3	0.5	4
30	-80.5	14	19.5	10	1.5	6
29.2	-94.4	6.2	12.5	2	0.5	5
28.9	-78.5	17.6	23.9	8	1.5	6
28.8	-86	12	19.6	8	1.5	5
28.5	-84.5	12.9	18.6	8	1	5
28.5	-80.2	18	21.4	8	1.5	6
27.5	-63	23.7	23.8	9	1.5	6
27	-96.7	15	17.6	9	1.5	6
26	-85.6	17.7	25.8	7	1.5	6
25.9	-89.7	17.5	21	8	1.5	7
24.3	-162.1	20.4	23	4	3.5	14
23.9	-70.9	24.5	24.9	1	2	14
23.6	-153.9	22.5	23.8	6	3.5	15
23.5	-154.1	22.5	24	7	3.5	14
22	-94	-9.99	24	7	1	6
21.7	-58.7	25	25.7	6	2.5	13
21	-65	25.6	26.4	5	2	14
19.9	-85.1	26.2	27	4	1	10
19.1	-160.7	24.6	26	1	2.5	14
17.1	-157.8	24.8	25.4	7	1.5	14
16.8	-81.5	26.5	27.4	7	1	6
16.5	-63.5	26.5	27	8	1	6
14.5	-53	26	26.7	8	2	7
14.4	-46	25.2	26.1	8	2	11
61.6	1.3	-9.99	26.1	5.1	3	6
61.2	1.1	-9.99	26.1	10.8	2.5	7
61.1	1	-9.99	26.1	2.6	2.5	7
61	1.7	-9.99	26.1	7.2	2.5	6
60.8	1.7	-9.99	26.1	2.6	2.5	5
60.6	1.7	-9.99	26.1	3.1	2.5	10
59.5	1.6	-9.99	26.1	3.6	3	6
59.2	1.5	-9.99	26.1	6.7	2.5	6
58.7	1.4	-9.99	26.1	4.6	2	5
57.7	0.9	-9.99	26.1	7.7	2.5	6
57.7	1.4	-9.99	26.1	8.7	2.5	6
57.7	1.8	-9.99	26.1	5.7	2.5	6
57.2	0.8	-9.99	26.1	9.8	3	6
57.1	1	-9.99	26.1	10.3	2.5	6
57.1	2.1	-9.99	26.1	4.1	3	6
57	1.8	-9.99	26.1	8.2	3	5
57	2	-9.99	26.1	9.3	2.5	6
55.4	-12.2	7.3	10.7	4.6	3	8
54.4	-132.4	7.6	6.6	2	0.2	11
54.2	-134.3	5.4	7.7	2	1.5	10
54	-3.8	-9.99	7.7	10.8	1.5	4
53.9	-3.6	-9.99	7.7	9.8	1.5	4
53.8	-3.5	-9.99	7.7	6.7	1.5	4
53.6	-131.1	5.8	7.3	3	0.4	8
53.5	-5.4	5	8.4	11.3	2	4
53.4	1.7	-9.99	8.4	10.3	1.5	5
53.1	2.8	-9.99	8.4	7.7	2	5
53.1	-15.9	8.3	10.9	3.6	2.5	9
53	2.1	-9.99	10.9	10.3	1.5	5
52.5	-132.7	6.3	8	3	1.5	10
52.4	-129.8	6.4	8.3	1	1	10
52.4	-4.7	5.4	6.4	10.8	2	5
51.8	-131.2	6.8	8.8	5	2	10
51.6	-5.1	6	7.8	10.3	1	4
51.4	2	2.8	6.8	10.8	0.5	6
51.4	-128.8	7.2	8.4	2	1.5	11
51.4	-7.9	-9.99	8.4	6.7	1	4
51.2	-10.5	8.2	10.7	4.6	2	7
51.1	1.8	2.2	7.3	10.3	0.5	6
50.9	-136.1	6.2	7.4	7	1.5	9
50.9	-129.9	7.4	8	6	2	11
50.4	0	3.9	8.2	9.8	0.5	5
50.1	-6.1	6.6	8.9	6.2	1.5	6
49.9	-2.9	5.6	8.8	10.3	1	5
49.7	-127.9	7.6	9.1	7	2	11
48.8	-126	7.9	9	4	2	12
48.4	-133.9	8.4	8.4	10	2	6
47.5	-8.4	9.3	11.9	6.2	2	7
46.4	-53.4	-9.99	0.1	11	2.5	10
45.2	-5	8.8	12	8.2	2.5	6
44.5	-63.4	-8.5	2.1	10	1	13
44.3	-53.6	-0.9	3.3	12	3.5	10
44.2	-57.1	-9.99	2.9	11	2	11
43	-58	-2.3	7.9	12	2.5	7
42.9	-51.5	1.8	3.9	14	5	11
42.5	-124.7	-9.99	3.9	2.6	1	7
42.5	-64	-3.7	2.9	11	2	6
42.2	-62	-1.6	13.2	11	2	6
41.1	-72.7	-9.99	13.2	7	0.5	4
40.7	-125.6	-9.99	13.2	9.8	2	7
33.1	-121.5	-9.99	13.2	7.2	2.5	14
27.3	-115	17	19	7.7	1.5	5
26.1	-79.8	19	25	14.4	3	5
25.3	-86.1	-9.99	25	6.7	1	3
24.3	-81.6	21	24	11.8	0.5	2
19.2	65.5	-9.99	26	6.2	0.5	12
14.6	-56.2	25.3	26.6	9.8	2.5	8
59.6	2.2	1.7	6.2	3.1	1.5	7
44.1	-69	-4.6	1.8	7	0.5	2
44.1	-68.1	-3.2	5	10	1	5
43.7	-69.4	-2.4	4.5	9	0.5	3
43.5	-67.9	-1.9	4.5	11	1.5	5
43.2	-70.4	-2.6	4.9	10	0.5	3
42.5	-70.6	-9.99	4.2	10	1	4
42.3	-65.9	-2.4	3.3	8	2	6
60.6	3.7	-9.99	3.3	2.6	2	7
41.1	-72.7	-9.99	3.3	7	0.5	4
28.9	-78.5	17.6	23.9	8	1.5	7
28.5	-80.2	18	21.2	7	1.5	6
41.1	-72.7	-9.99	21.2	8	0.5	4
