Lat	Long	air_temp	sst	wind_speed	wave_height	wave_period
70.1	33.2	-1	2	12	2	10
66	8.1	4.2	7.5	9.8	3	8
65.3	7.3	4.7	8.3	7.2	3	8
64.3	7.8	4.4	10.3	7.7	2.5	8
61.6	1.3	-9.99	10.3	9.8	3	6
61.2	0.9	-9.99	10.3	10.8	3	7
61.2	1.1	-9.99	10.3	7.2	3.5	7
61.2	1.6	-9.99	10.3	8.2	3.5	7
61.1	1	-9.99	10.3	7.2	3.5	8
61	1.7	-9.99	10.3	8.7	3.5	7
60.6	1.6	-9.99	10.3	9.3	3.5	7
60.6	3.7	6.2	5.8	12.9	3.5	8
60.6	-147.4	-9.99	5.8	10.3	0.5	2
59.7	1.6	-9.99	5.8	11.8	4	7
59.6	2.2	-9.99	5.8	11.8	4	8
59.5	1.5	-9.99	5.8	11.3	3.5	7
59.2	1.5	-9.99	5.8	9.8	3.5	7
59.1	-11.7	7.5	9.9	9.8	4.5	8
58.7	1.4	-9.99	9.9	11.8	3.5	8
58.5	-144	5.6	7.2	12.3	4.5	13
58	-0.3	-9.99	7.2	12.3	3	6
57.9	0	-9.99	7.2	10.8	2.5	7
57.9	1.8	-9.99	7.2	9.8	4	7
57.7	0.7	-9.99	7.2	12.3	3.5	6
57.7	0.9	-9.99	7.2	10.3	3.5	7
57.7	1.8	-9.99	7.2	11.3	4	7
57.6	1.1	-9.99	7.2	10.8	3.5	6
57.3	1.6	-9.99	7.2	9.8	3.5	7
57.3	2	-9.99	7.2	8.7	3.5	7
57.2	0.8	7.8	8.3	9.8	3.5	7
57	1.8	-9.99	8.3	8.2	3.5	6
57	1.9	-9.99	8.3	11.3	3.5	7
55.9	168.5	-9.99	8.3	10.8	2.5	6
55.6	-155.5	5.7	5.5	15	5	12
55	-13.2	7.1	10.7	13.9	5.5	8
54.9	13.9	6.7	4.6	12	1.5	5
54.9	-146.9	5.4	4	25.2	7	5
54.7	-158.6	7.5	3.1	14.4	5	11
54.4	-132.4	6.8	6.8	3	3	14
54.3	-132.7	8	7	6.2	1.5	10
54	0.7	-9.99	7	8.7	1	4
54	1.1	-9.99	7	4.1	1	4
53.9	-138.9	6.6	6.5	13	4	13
53.7	1.1	-9.99	6.5	7.2	1	4
53.6	-131.1	7.6	8	5	1	8
53.4	1.7	-9.99	8	5.7	1	5
53.1	161.6	1.8	3.8	11.3	3.5	10
53	2.1	-9.99	3.8	6.2	1	5
53	-15.9	8.4	10.9	11.8	5	8
52.9	143.5	-9.99	10.9	24	3	4
52.5	-132.7	6.8	8	6	4.5	15
52.4	-129.8	8	8.2	4	2.5	14
52.4	-4.7	7.7	9.7	10.3	2.5	6
52.2	174.6	1	2	20.6	4	10
51.8	-131.2	7.2	8.6	4	4.5	14
51.4	-128.8	-9.99	8.6	2	3.5	16
51.4	-7.9	-9.99	8.6	9.3	3	7
51.2	1.8	10.9	10.6	14.4	1.5	7
51	-133.8	8.8	8.7	9.3	3.5	8
50.9	-136.1	7	6.8	9	4	14
50.9	-129.9	8.2	8.8	3	4.5	15
50.5	0.9	10	11	9.3	2	5
50.5	-15.2	11	11	13.9	3.5	10
50.4	0	11	10.9	12.3	2.5	7
50.1	-6	-9.99	10.9	9.8	3	9
49.9	-2.9	10.5	11.4	13.9	2	9
49.7	140.6	-10.2	-0.5	18	1	3
49.7	-127.9	7.9	9.1	5	4	16
48.9	-126.7	9.2	8.3	5.1	2	8
48.7	-12.5	9.8	12.1	10.3	4.5	9
48.7	-6.8	10	13	17	4	10
48.4	-133.9	8.4	7.8	9	4	14
48.2	-159.4	5	4	15.9	2.5	9
47.8	-155.7	6	6	19	5	6
46.7	-48.7	1.7	2.2	15.4	4.5	10
46.6	-47.9	2.5	1.1	14.4	4.5	12
