Lat	Long	air_temp	sst	wind_speed	wave_height	wave_period
70.8	31.5	-2	5	5	1	4
70.1	17.1	3	6.5	12	1	4
63.4	5.3	-9.99	6.5	3.1	1	8
61.6	1.3	-9.99	6.5	3.6	2.5	7
61.2	1.1	-9.99	6.5	3.6	2	7
61.1	1	-9.99	6.5	3.6	2	7
61	1.7	-9.99	6.5	6.2	2	6
60.7	-2.6	-9.99	6.5	4.6	2	9
60.6	3.7	6.1	4.2	2.1	1.5	6
60.5	-4.9	8.5	8.6	5.1	3	9
59.7	1.6	-9.99	8.6	0	2	6
59.7	24	-9.99	8.6	4.1	0.4	4
59.6	2.2	-9.99	8.6	0.5	1.5	6
59.2	1.5	-9.99	8.6	8.2	2	6
59.1	-11.7	9.4	9.5	6.7	4	9
58.7	1.4	-9.99	9.5	12.3	2.5	6
58.4	1.9	-9.99	9.5	14.4	2.5	6
58.3	0.8	-9.99	9.5	10.8	3	7
57.9	0	-9.99	9.5	8.7	2.5	6
57.7	0.8	-9.99	9.5	10.8	3	6
57.7	0.9	-9.99	9.5	11.3	3	6
57.7	1.1	-9.99	9.5	12.3	3	6
57.7	1.8	-9.99	9.5	10.3	1.5	3
57.5	0.3	-9.99	9.5	10.3	2	6
57.3	2	-9.99	9.5	6.7	3.5	7
57.2	0.8	-9.99	9.5	9.3	3	6
57.2	1.6	-9.99	9.5	9.3	3	7
57.2	2.2	-9.99	9.5	2.6	3	6
57.2	-16.1	10	10.1	12	1	4
57.1	1	-9.99	10.1	9.3	2.5	6
57	-15.4	6	9.8	15	3.5	10
55.4	-12.2	-9.99	10.4	10.3	3.5	7
54.8	-171.6	1	3	7.7	4.5	7
54.7	12.7	6.5	3.2	9	1	5
54.7	-170.3	-9.99	3.2	10.3	1.5	7
54.4	-132.4	6.4	6.1	6	2	17
54.2	-134.3	6.5	6.9	8	3.5	17
54	0.9	-9.99	6.9	10.3	1	4
53.8	6.7	7.5	5	7.7	2	6
53.7	1.1	-9.99	5	7.7	1	4
53.6	0.7	-9.99	5	8.7	1	4
53.6	-131.1	7.1	7.1	6	1	4
53.6	-42.4	2	4	8.2	3.5	12
53.4	1.7	-9.99	4	13.4	1	4
53.1	2.8	-9.99	4	12.9	1.5	5
53	2.2	-9.99	4	10.8	1	5
52.5	-159.5	5	2	8.7	1.5	10
52.5	-132.7	7.2	6.8	8	3.5	16
52.4	-129.8	6.8	7.6	5	1.5	12
52.4	-4.7	10.1	8.7	8.2	2	6
52.1	-178.6	2	3	4.6	1	3
51.7	3.3	-9.99	8.5	16.5	3.5	6
51.7	-6.7	10.3	8.8	9.8	3	7
51.6	-5.1	10.1	8.8	9.8	3	6
51.4	2	9.1	8.1	12.3	1	6
51.4	-128.8	7.9	8.1	8	2.5	11
