Lat	Long	air_temp	sst	wind_speed	wave_height	wave_period
53.6	-131.1	6	6.4	4	1.5	7
53.4	1.7	-9.99	6.4	9.3	2.5	6
53.1	2.8	-9.99	6.4	7.2	2.5	5
53	2.1	-9.99	6.4	10.8	2	6
53	-15.9	9.5	10.7	7.7	3	7
52.9	-156.5	6	3	11.3	4	5
52.8	170.1	1	3	2.6	2	9
52.8	171.1	2	4	5.1	2.5	10
52.8	171.1	2	4	5.1	2.5	10
52.8	-13.6	-9.99	4	9.3	1	3
52.7	178.2	-3	3	10.8	13.5	6
52.6	-156	-9.99	3	18	2.5	5
52.4	-129.8	6.4	6.5	5	2.5	7
52.4	-4.7	2.3	8.6	10.3	1	4
52.1	-131.9	-9.99	8.6	8.2	1.5	5
51.8	-131.2	6.5	6.9	6	3.5	10
51.7	-6.7	5.5	9.8	7.2	2	5
51.6	-5.1	2.4	8.9	7.2	1.5	5
51.4	2	0.1	8.5	12.9	1.5	7
51.4	170.7	0	2	12.3	3	10
51.4	-128.8	7.1	7.4	4	2.5	10
51.4	-7.9	-9.99	7.4	7.7	2	5
51.1	1.8	-0.2	8.9	11.3	1	6
50.9	-136.1	5.9	6.4	8	4	10
50.9	-129.9	7.7	7.3	5	3	18
50.3	168.3	-9.99	7.3	8.7	2.5	5
50.1	-176.5	1	4	25.7	5	6
50.1	-6.1	5.8	10.4	11.8	1.5	6
49.9	-125	-9.99	7.2	11	1.5	5
49.9	-2.9	5.1	10.1	13.4	1	6
49.7	-127.9	6.9	7.6	4	3	17
49.3	-123.7	7	6.4	9	1	4
49.1	-2.2	-9.99	9.4	7.2	1	4
49	-12.5	-9.99	9.4	12.9	2.5	5
48.8	-126	8.2	8.4	9	2	10
48.7	-12.5	10.3	11.8	11.8	2.5	6
48.4	-133.9	7.1	7.1	7	3.5	16
48.3	-10.4	-9.99	7.1	15.4	2.5	8
48.1	-125.2	8	9	19.5	3	6
47.8	-35.5	8	11	6.2	2.5	12
47.7	-48.2	-4.5	1	8.2	1	7
47.5	-8.4	8.4	12.5	12.3	2.5	6
47.3	-57.3	-5.6	1.6	12	3	8
46.8	-32.4	-9.99	1.6	5.7	1	10
46.7	-48.7	-3.5	1.5	27.8	5.5	7
46.4	30.9	-11	-1	18	3	12
46.1	148.5	-5	0	7	2	8
45.9	152.2	1	0	15.4	4.5	6
45.9	-26.3	12.5	12	11.3	2	6
45.6	-16.1	12	11	8.2	0.5	5
45.5	150.1	-5	2.5	12	2.5	9
45.3	-26.4	14	12	9.3	2	3
45.3	-5	12.1	13.3	5.7	2.5	6
44.5	-63.4	-3.2	3.2	2	1	9
44.4	-19.8	12	14	2.6	1	6
44.3	-53.6	-0.1	7.1	13	5	10
44.2	-57.1	-2	5.5	12	4	10
44.2	-30.3	12.5	13	10.8	2.5	5
43.6	-41.5	4	14	8.2	2	7
43.5	135.5	-12	2	12	0.5	3
43.5	-42.3	9	12.7	15.4	4.5	5
43.4	7.8	6.3	12.9	16.5	3.5	7
43.1	7	5.5	16	5.1	1.5	3
43	-58	0.6	6.4	10	3.5	10
42.5	-64	2.3	9.6	7	2	10
42.3	-62	1.1	8.5	4	2.5	10
42	-20.9	15	14	3.6	1	14
41.6	-54.5	5	10.9	15.4	2.5	6
41.3	139.9	-5.5	1.5	8	1	4
40.7	-178.7	7.8	11.1	5.1	2.5	8
40.7	-43.4	-9.99	11.1	16.5	2	7
40.3	146.4	-1	4.4	8.2	4.5	10
40.3	-48.4	7.6	12	9.3	3	10
40.1	-22.3	13	15.2	8.2	3	8
40	-133.5	13	12.8	13.4	2.5	10
39.8	-41	17	19	9.8	2	8
39.7	-175.6	9	14.5	11.3	4	6
38.8	118.2	-7	5	2.6	0.3	2
38.8	-47.2	-9.99	5	12.9	3	4
37.6	6.7	13	15	8.7	2	5
37.5	0	16	14.2	5.1	1	3
37.4	11.1	12.4	14.5	6.7	1	2
37.3	-29.8	17	17.5	3.6	2.5	9
37.1	2.7	13	15	8.2	1	4
37.1	3.8	12.5	15	9.3	1.5	3
37	-76	14.5	7.8	6	0.5	2
36.8	-45.9	16.5	18.5	2.6	0.3	4
36.6	-8.3	14	17.8	6.2	1	2
36	-10.2	13	17	5.1	0.5	2
35.9	141.5	12	16	19	4	12
35.5	150.5	9.2	18	5.1	1.5	4
35.4	15.2	13	15	7.7	2	6
35.3	119.9	-9.99	15	10.8	1	6
35.1	140.6	11	23	17.5	2	8
34.4	-35.2	18	19	3.6	2	9
33.9	28.5	-9.99	19	12.9	2	7
33.8	-150.8	20	18.5	9.8	3	10
33.8	-70.7	15	19.4	3.1	2	10
33.6	126.3	3.5	14.9	6.2	3	5
33.4	152.4	11.5	20.4	8.2	2.5	12
33.1	-12.3	-9.99	20.4	5.7	0.5	2
32.7	157.7	13.5	18	13.4	3	6
32.4	-153.9	20	20.1	9.3	3	14
32.3	123.6	5.5	14	10.3	2	5
32.2	-171.6	18.1	18.2	8.2	2	6
32.2	-171.6	18.1	18.2	8.2	2	6
31.9	128	12.5	12	14	0.5	3
31.7	-50.7	19	20	7.2	1	4
31.4	-28.3	-9.99	20	7.2	1	7
30.7	122.5	7.5	9	7.7	0.5	3
30.7	-144.5	-9.99	9	4.1	3.5	16
30.4	122.6	-9.99	9	2	3	6
30	142.6	-9.99	9	5.1	1.5	10
30	162.3	17.5	18	10.3	2	4
29.9	176.8	17	20.5	8.2	2.5	6
29.6	-175.6	23	23	9.8	2.5	5
29.6	-80.2	21	26	4.6	0.5	6
29.5	176.6	19.5	20	3	3.5	9
29.3	-179.5	-9.99	20	13.9	3	10
28.8	-155.8	23	23	6.2	3.5	9
28.6	164.9	17.4	20	4.1	1	5
28.6	164.9	17.4	20	4.1	1	5
28.4	-47.3	22	22	3.6	1	3
27.5	-93.7	22.5	21.3	7.2	2	7
27.2	-90.3	-9.99	21.3	7	2	5
27.1	121.5	10	12	7	2.5	3
26.7	-90.5	23.1	23.5	6	2	7
26.7	-70.8	22	22	9.8	1	2
26.6	-139.2	24	20	8.2	2.5	7
26.2	-91.4	22.3	21.9	3.6	1.5	5
25.9	120.7	13.8	15.1	12.3	2	4
25.9	-116.3	17.8	18	5.1	1	3
25.7	-79.8	22.6	23	15.4	0.5	3
25.5	-147.9	23.9	18.9	6.7	3.5	18
25.4	56.7	20	20	6.7	1	3
25.4	-55.3	22	23.5	8.2	1	23
24.7	59.1	23	21.5	5.1	0.5	5
24.6	-144.3	20	22	10.3	3	4
24.6	-68.1	22.2	25	12.3	2.5	6
24.4	60.9	22	25	3.1	0.4	8
24.2	-154.5	-9.99	25	9.8	3	11
23.6	-170.4	25	25	2.6	1	10
23.1	117.6	13	13.8	8.2	2.5	6
22.9	-173.2	-9.99	13.8	4.1	3	10
22.7	-51.2	23.1	25	10	2.5	8
22.2	115.2	-9.99	18.1	4.6	0.5	3
22.1	-156.3	25	22.8	8.2	4	19
21.5	-116.7	21	22	5.1	0.5	5
20.7	129.9	21	24	9.8	1	5
20.7	129.9	21	24	9.8	1	5
20.5	-71	-9.99	24	11.3	2	5
20	-67	25.4	25	12.3	2.5	3
19.7	-155	-9.99	25	10.3	0.5	6
19.6	-74.6	-9.99	25	15.4	1	3
18.7	39.8	27	27.8	10.8	1.5	4
18.5	-66.1	25.8	26.1	9	2	7
18.1	89.6	23.7	24.3	6	1.5	5
18	67.1	24.2	24.4	9	2	5
17.8	-21.4	20.1	21.3	12	0.5	4
17.7	-63	23	26.3	15.4	1	5
17.5	123.3	26	27.6	10.8	2.5	8
16.6	-18.1	-9.99	27.6	6.7	1	3
16.3	-79.3	25	26	12.9	2.5	5
16	108.7	-9.99	26	8.7	2	8
16	-76.9	26.1	29.8	17.5	4	20
15.8	-139.3	28	25	7.2	0.5	5
15.4	-18	-9.99	25	4.1	0.4	9
14.6	-61.4	24	26	6.7	1.5	3
14.6	-56.2	25.4	26.1	9.8	2.5	8
14.2	112	24.5	26	20.6	2	10
14.1	112.1	24	26.2	10.8	2	7
14.1	-26.6	22	22	5.1	2	10
14	-63	26	26	13.4	1.5	10
13.3	120.1	26	30	6.7	1	5
13.3	120.1	26	30	6.7	1	5
13.3	130.9	25	29	6.7	1.5	14
13.1	-93.5	25	22.5	12.3	3	4
12.2	-18.1	21.5	24	6.7	1.5	7
11.4	88.1	-9.99	24	5.1	1.5	4
11.2	93.3	-9.99	24	6.7	1	2
10.9	110.6	26	26	9.3	2	5
10.5	68.7	25.5	25	5.7	0.5	4
10.5	-68	24.5	26	7.7	1	5
10.3	-59.6	27	28	9.8	3	7
10.1	-95.7	26.8	27.8	9.3	2	9
10	111.2	28	27	15.4	1.5	10
9.3	-52.2	26	26.1	10.3	2.5	7
8.9	-87.4	27	28	5.7	1.5	3
8.3	74.2	26.8	28.1	7.7	1.5	5
8.1	72.8	27	27.6	5.7	1	2
7.5	-162.6	27	28	14.4	4	9
7.4	108.5	25.1	26	8.7	2	13
6.6	109.6	27.5	26	9.8	2.5	9
6.4	92.5	-9.99	26	4.6	1.5	9
6.4	92.5	-9.99	26	4.6	1	4
6.2	3.3	27.5	26	6.2	1.5	20
6.2	95.5	27.5	28.9	4.1	1	3
6	92.2	27	29	3.6	0.5	6
5.9	96.6	-9.99	29	6.2	0.5	2
5.5	83.7	26.5	28	6.7	1	3
5.1	106.6	26	25.9	6.7	1.5	3
5.1	106.6	26	25.9	6.7	1.5	3
5	-30.3	-9.99	25.9	7.2	1	4
4.8	-3.3	28	27	6.2	1	7
4.4	-25.8	26	28	5.7	1	5
4.4	-10.5	-9.99	28	4	0.4	2
4.3	144.9	29.3	31	5.1	1.5	8
4.1	99.5	26.5	30	0	0	0
4	137.8	28.6	29.2	6.2	1.5	4
4	137.8	28.6	29.2	6.2	1.5	4
3.2	122.8	26	29	7.7	1	7
2.5	1	27.5	31	6.2	1	2
2.4	139.5	28.5	29.4	7.7	1.5	4
2.4	-28.2	27	30	4.6	1	10
1.9	-29.5	25	27	7.2	1.5	7
1.7	-80.5	25.6	26.7	6.2	0.5	2
0.8	57	27	26	3.6	1.5	6
-3.8	10.3	-9.99	28.1	3.6	1	2
-4.1	89.1	25	28	10.3	2	5
-4.4	-88.8	25.2	25.4	8.2	1.5	7
-6.2	-31.3	-9.99	25.4	11.3	1.5	6
-7.7	123.7	27.5	26.1	8.2	1.5	11
-7.9	150.6	30	30.8	14.4	4	7
-10.3	105.7	27	27.8	5.1	0.5	2
-10.6	79.4	28	28	2.6	0.3	3
-11.1	-141.5	-9.99	28	8.2	1.5	10
-11.2	143.2	30	29	9.8	2.5	6
-12.1	-36	27	27	10.3	2	5
-12.5	-34.4	26.2	28.7	7.2	0.5	7
-15.6	119.5	-9.99	28.7	6.7	0.5	4
-17.5	-154.3	32	28	5.7	1	8
-17.7	69.4	26	29	13	2.5	8
-18.6	69.2	-9.99	29	8.7	1	10
-19	-76.2	23.8	21.8	2.1	1.5	8
-19.6	153.2	-9.99	21.8	9.3	2.5	4
-19.7	60.9	-9.99	21.8	10.8	1.5	4
-20.2	110.7	26.5	24.6	7.7	2	6
-20.4	-40.1	-9.99	24.6	4.6	1	8
-21.4	110.4	25.8	28.1	7.7	3	15
-22.3	-156.3	30	26	7	2	12
-24.1	-1.2	22	22	11.8	2	5
-24.9	163.3	26	30	16.5	2	4
-25.2	-44.9	24.4	24.4	2	1	7
-25.3	-4.7	24.5	26	7.2	1.5	3
-25.4	-73.9	-9.99	26	10.8	2.5	6
-27.4	34.5	24.9	26.9	5.1	2	7
-28	-32.2	-9.99	26.9	6.7	1	3
-28.5	-47.3	24.7	25.6	9	1	4
-31.1	-96.3	-9.99	25.6	4.1	3	12
-31.5	65.6	21	22.9	9.3	3	10
-33	114.2	-9.99	22.9	7.2	1.5	4
-33.8	18.4	19	13.7	5.7	1	2
-34.5	179.5	22	21	4.1	1.5	8
-34.7	22.1	22.5	22	6	3	10
-35.1	13.3	17	20	9.8	2.5	12
-35.2	150.9	-9.99	20	7.7	1	6
-35.3	150.8	-9.99	20	6.2	3	6
-35.5	117.2	-9.99	20	8.7	2	8
-36.5	175	20	20	6.7	1	3
-38.7	174.3	19.5	18.4	6.2	1	5
-39.2	141.6	-9.99	18.4	12.3	3	9
-46.2	52	9.9	8.2	4.1	2	12
-48	115	7.8	9.1	6.2	2	11
-61.5	-65.4	2.9	3.1	4.6	1.5	8
-63.9	-61.1	1	0.5	9.3	0.5	5
-71.1	177.8	-1	0	8.2	2.5	5
44.1	-69	-1.5	3.9	5	0.5	5
44.1	-68.1	0.6	5.3	8	1	4
43.7	-69.4	2.9	6	4	1	5
43.2	-70.4	-9.99	6.1	8	1	5
42.3	-65.9	3.8	5.4	7	1.5	8
41.1	-72.7	7.2	5.6	5	0.5	2
48.3	-123.2	7.7	7.2	5	0.5	3
28.9	-78.5	19.8	22.8	6	1	5
28.5	-80.2	21.2	22.3	6	1	6
27.2	-90.3	-9.99	22.3	7	2	5
41.1	-72.7	7.2	5.6	6	0.5	2
27.2	-90.3	-9.99	5.6	7	2	6
60.2	-146.8	1.3	2.7	2	1.5	11
58.2	-138	3.8	4.9	4	3	11
58	-150	1.9	3.9	3	2.5	11
57.9	-154.3	0.7	2	8	0.5	3
57.1	-177.8	-9.99	2	7	1.5	8
56.3	-148	2.3	3.3	0	3.5	11
55.1	175.3	-2.9	2.7	3	2	9
53.9	-160.8	1.9	2.8	7	3	11
51.7	-172.2	0.5	2.9	6	2.5	12
48.5	-124.7	7.9	7.6	6	2	10
48.3	-123.2	7.3	7.2	3	0.4	3
47.4	-124.7	7.7	8.5	11	2.5	6
46.1	-124.5	8.4	8.8	9	1.5	5
45.9	-125.8	8.4	8.5	8	2	9
44.3	-67.3	-0.7	6.1	7	0.5	3
44.2	-124.6	8.9	9.2	8	1.5	13
43.5	-70.1	-1.2	5.4	6	1	5
43.2	-69.1	5.4	6.8	5	1	5
41.9	-124.4	9.6	9.7	8	2	10
41.4	-70.2	5	4.2	1	0.1	3
41.1	-66.6	8.8	7.4	6	1.5	8
40.8	-137.5	11.8	11.7	4	3	17
40.8	-124.6	10.3	10.7	10	2	11
40.5	-69.2	10.1	7.7	8	1.5	7
40.4	-73.7	9.9	7.8	8	1	6
40.2	-73.2	9.1	7	9	2	7
39.4	-124	9.8	11	4	1.5	13
38.5	-74.7	9.9	8.2	8	1.5	6
38.4	-70.7	16.2	14.5	10	2.5	6
38.2	-123.3	9.7	10.8	1	1.5	10
38	-130	13.7	13.6	11	2	19
37.8	-122.8	9.8	11	3	1.5	14
37.4	-122.9	10.3	11.9	4	1.5	13
36.8	-122.5	10.5	12.1	4	1.5	14
35.7	-121.9	10.8	12.6	6	1.5	15
35	-121	11.9	12.7	4	2	14
34.2	-119.8	13.9	14.2	3	1	14
33.7	-120.2	12.2	12.6	7	1	7
33.7	-119.1	13.7	14.9	8	0.5	4
33.4	-77.7	17.1	19.4	5	0.5	9
32.5	-79.1	16.6	17.8	1	0.5	9
32.4	-119.5	12.7	14.5	8	1.5	7
32	-69.6	16.4	21.1	3	1.5	8
31.4	-80.9	15.5	14.8	3	0.5	8
30.1	-87.6	19	18.2	7	1	5
30	-80.5	20	20.5	4	0.5	7
29.2	-94.4	18.5	16.9	5	0.5	7
29.2	-88.2	20.7	21.7	8	1.5	7
28.9	-78.5	19.9	22.8	7	1	5
28.8	-86	20.3	22.2	8	1.5	6
28.5	-84.5	19.1	20.3	4	1	6
28.5	-80.2	21.2	22.3	6	1	4
27.9	-95.4	-9.99	22.3	5	1	7
27.5	-71.5	21	23.3	9	1.5	6
27.5	-63	21.3	22.1	6	1	7
27	-96.7	22.6	22.5	5	1.5	8
26	-85.6	-9.99	22.5	9	2	7
25.9	-89.7	23.7	24.1	7	1.5	8
25.8	-93.7	23.6	23.6	7	1	6
24.3	-162.1	23.3	24.2	4	3	15
23.8	-68.3	23.5	24.5	8	1.5	7
23.5	-154.1	21	22.9	1	3.5	16
22.2	-94	23.9	24.3	6	1.5	8
21.7	-58.7	24	24.6	10	2	7
21.1	-65	24.4	25.5	9	2	8
19.8	-84.9	26.1	26.4	8	1.5	7
19.3	-160.6	24.3	25	3	3	15
17	-81.7	-9.99	25	8	2	7
16.8	-81.5	26.6	26.8	8	1.5	7
16.3	-63.5	25.3	26.3	10	2	6
15.1	-67.5	25.3	26.8	10	2.5	7
14.9	-74.9	26	26.2	11	2	7
14.5	-53	25.2	25.8	9	2	8
14.2	-46	25.3	26	9	2	8
41.1	-72.7	7	5.4	5	0.5	3
61.6	1.3	-9.99	5.4	9.8	3	6
61.2	1.1	-9.99	5.4	10.8	2.5	6
61.1	1	-9.99	5.4	9.8	2.5	6
60.8	1.7	-9.99	5.4	9.8	2	7
60.7	-2.6	-9.99	5.4	11.3	2.5	6
60.6	1.6	-9.99	5.4	7.2	2	6
59.7	1.6	-9.99	5.4	8.7	2	5
59.5	1.5	-9.99	5.4	8.2	2.5	6
59.2	1.5	-9.99	5.4	8.2	2.5	6
59.1	-11.7	8.3	9.6	14.4	3.5	6
58.7	1.4	-9.99	9.6	8.2	2.5	6
58.3	0.7	-9.99	9.6	7.7	3	8
58	1.4	-9.99	9.6	8.2	2.5	6
58	-0.3	-9.99	9.6	8.7	2.5	6
57.9	0	-9.99	9.6	8.7	3	6
57.7	0.7	-9.99	9.6	9.3	2.5	6
57.7	0.9	-9.99	9.6	6.2	2.5	6
57.7	1.8	-9.99	9.6	8.2	2.5	6
57.6	1.1	-9.99	9.6	8.2	2.5	6
57.3	1.6	-9.99	9.6	8.2	2.5	6
57.3	2	-9.99	9.6	8.7	2.5	7
57.2	0.8	5.3	7.9	7.2	3	6
57.2	2.1	-9.99	7.9	3.6	3	6
57	1.8	-9.99	7.9	7.2	2.5	6
57	1.9	-9.99	7.9	7.7	2.5	6
55.4	-12.2	8.7	10.7	10.8	2.5	6
54.4	-132.4	5.2	5.6	6	1.5	18
54.2	-134.3	5.7	6.8	8	3.5	17
54	0.9	-9.99	6.8	11.3	3	7
53.9	-138.9	3.9	4.7	9	4	10
53.7	1.1	-9.99	4.7	9.8	2.5	6
53.6	0.7	-9.99	4.7	9.8	2	6
53.6	-131.1	6.1	6.4	6	1.5	7
53.4	1.7	-9.99	6.4	10.8	2.5	6
53.1	2.8	-9.99	6.4	5.7	2.5	5
53	2.1	-9.99	6.4	10.3	2	6
53	-15.9	10.5	10.7	7.2	3	8
52.5	-132.7	6.2	6.3	8	3.5	10
52.4	-129.8	6.7	6.5	6	2	7
52.4	-4.7	2.4	8.6	8.2	1	4
51.8	-131.2	6.4	6.8	6	3.5	15
51.7	-6.7	5.2	9.8	8.2	1.5	5
51.6	-5.1	2.5	8.8	6.2	1.5	5
51.4	2	-0.5	8.4	13.4	1.5	6
51.4	-128.8	7.1	7.4	5	2.5	10
51.4	-7.9	-9.99	7.4	9.8	2	5
51.1	1.8	-0.6	8.8	10.8	1.5	6
50.9	-136.1	5.9	6.4	8	4.5	17
50.9	-129.9	7	7.3	4	3	18
50.1	-6.1	6.2	10.3	15.4	2	6
49.9	-125	-9.99	7.2	9	1.5	6
49.9	-2.9	4.6	10.1	14.4	1.5	6
49.7	-127.9	6.7	7.6	3	3	20
48.8	-126	7.6	8.4	9	2.5	17
48.7	-12.5	10.5	11.8	9.8	3	7
48.4	-133.9	6.9	7.1	7	3.5	17
47.5	-8.4	7.8	12.5	12.9	3.5	7
47.3	-57.3	-5.1	1.6	14	3	9
45.3	-5	12.1	13.3	6.2	2.5	6
44.5	-63.4	-2.8	3.2	1	1	9
44.3	-53.6	-0.9	7.4	14	5	11
44.2	-57.1	-1.9	5.4	11	3.5	8
43	-58	0.5	6.6	7	4	10
42.5	-64	3	9.7	8	1.5	10
42.3	-62	1.1	8.6	6	2.5	9
41.1	-72.7	7	5.5	5	0.5	3
38.6	-76.4	-9.99	5.5	5	0.5	2
37.6	-76.3	12.1	7.2	6	0.5	2
37	-76	12.5	7.6	5	0.5	2
34.6	19.5	-9.99	7.6	7.2	1.5	10
32.8	27.6	-9.99	7.6	18	2.5	3
27.2	-90.3	-9.99	7.6	8	2	6
26.7	-90.5	23.1	23.5	6	2	7
26.5	-139.5	22	20	7.7	2.5	7
20.6	-86.2	26	27	6.7	2	4
20	-106.4	27	26	5.1	0.5	3
20	-82.4	25	25	14.4	3	6
19.7	120.4	-9.99	25	6.7	0.5	5
19.5	-74.7	-9.99	25	18.5	1	4
18.5	-66.1	25.8	26.1	9	2	6
18.1	89.6	24	24.4	6	1.5	5
16.9	-62.4	-9.99	24.4	16.5	2	5
16.6	-79.5	25	26	12.3	2.5	5
14.7	-61.2	25.4	27	12.3	1	3
14.6	-56.2	25.1	26.1	8.7	2.5	7
12.1	-72.8	24.5	26	13.4	1	3
10.4	69	25.8	25	3.6	1	6
7.8	78	27	27	6.7	1	5
6.1	81.5	25	30	17	1.5	4
2.6	-28.2	27	30	4.1	1	8
-1.3	-29.6	26.2	27	10.3	1.5	7
-6.2	115.8	-9.99	27	6.2	1	3
-14.3	1.4	22.5	23.5	6.7	1.5	8
-20.3	116.8	29	30	2.6	0.3	3
-25.2	-44.9	24.2	24.3	2	1	8
-26.6	153.6	25.1	26.2	6.7	0.5	6
-28.5	-47.3	24.8	25.6	10	1.5	4
-49.9	-75.1	10	16	14.4	1	3
59.6	2.2	3.1	6.9	7.7	2	6
44.1	-69	-1.3	3.7	6	0.5	5
44.1	-68.1	1.1	5.3	7	1	5
43.7	-69.4	3.5	6	4	1	5
43.2	-70.4	-9.99	6	7	1	5
42.3	-65.9	4.3	5.4	6	1.5	8
60.6	3.7	1.6	4	5.7	1.5	6
48.3	-123.2	7.7	7.1	5	0.5	3
28.9	-78.5	19.9	22.8	6	1	5
28.5	-80.2	21.2	22.2	6	1	5
27.2	-90.3	-9.99	22.2	8	2	6
41.1	-72.7	6.9	5.3	5	0.5	3
27.2	-90.3	-9.99	5.3	8	2	6
41.1	-72.7	6.9	5.3	5	0.5	3
60.2	-146.8	1.7	2.8	1	1.5	10
58.2	-138	4	4.9	5	3	11
58	-150	1.9	4	4	2.5	12
57.9	-154.3	0.3	2	9	0.5	3
57.1	-177.8	-9.99	2	7	1	5
56.3	-148	1.9	3.3	2	3.5	12
55.1	175.3	-2.5	2.7	6	1.5	8
53.9	-160.8	1.9	2.8	7	2.5	12
51.7	-172.2	1.1	3	6	2.5	10
48.5	-124.7	8.1	7.6	8	1.5	9
48.3	-123.2	7.9	7.1	5	0.5	3
47.4	-124.7	7.6	8.5	11	2	6
46.1	-124.5	8.4	8.8	8	2	12
45.9	-125.8	8.2	8.5	8	2	19
44.3	-67.3	-0.3	6.1	7	0.5	4
44.2	-124.6	9	9.2	8	2	17
43.5	-70.1	-1.1	5.5	6	1	5
43.2	-69.1	5.7	6.8	5	1	5
41.9	-124.4	9.7	9.8	10	1.5	10
41.1	-66.6	9.3	7.4	7	1.5	5
40.8	-137.5	11.6	11.7	3	3	16
40.8	-124.6	10.5	10.7	12	1.5	5
40.5	-69.2	9.8	7.6	8	1.5	5
40.4	-73.7	9.9	7.8	8	1.5	6
40.2	-73.2	9.2	7	8	2	6
39.4	-124	9.8	11	4	2	11
38.5	-74.7	9.8	8.3	8	1.5	7
38.4	-70.7	16.2	14.4	11	3	8
38.2	-123.3	10.1	10.8	5	1.5	11
38	-130	13.1	13.5	10	2.5	17
37.8	-122.8	9.8	10.9	2	1.5	13
37.4	-122.9	10.3	11.8	2	1.5	14
36.8	-122.5	10.6	12	5	1.5	14
35.7	-121.9	10.7	12.5	7	1	6
35	-121	11.8	12.7	3	2	14
34.2	-120.4	13.2	13.4	5	1.5	15
34.2	-119.8	13.5	14.1	4	1	15
33.7	-120.2	12.1	12.6	8	1.5	15
33.7	-119.1	13.8	14.2	6	0.5	15
33.4	-77.7	17.3	19.4	5	0.5	8
32.5	-79.1	16.6	18	1	0.5	7
32.4	-119.5	12.9	14.4	7	1.5	6
32	-69.6	16.5	21.1	3	1	8
31.4	-80.9	15.4	14.8	3	0.5	8
30.1	-87.6	19	18.2	7	1.5	6
30	-80.5	20.1	20.5	5	0.5	8
29.2	-94.4	18.5	16.9	5	1	7
29.2	-88.2	20.7	21.7	8	1.5	7
28.9	-78.5	19.9	22.8	7	1	5
28.8	-86	20.3	22.1	6	1.5	8
28.5	-84.5	19.4	20.2	5	0.5	6
28.5	-80.2	21.2	22.2	6	1	6
27.9	-95.4	-9.99	22.2	4	1.5	7
27.5	-71.5	20.8	23.3	9	1.5	7
27.5	-63	21.4	22.1	6	1	3
27	-96.7	22.6	22.4	5	1.5	8
26	-85.6	-9.99	22.4	8	1.5	7
25.9	-89.7	23.8	24.1	6	2	8
25.8	-93.7	23.6	23.5	6	1	4
24.3	-162.1	23.4	24.2	3	3	14
23.8	-68.3	23.5	24.5	8	2	7
23.5	-154.1	22.4	23	6	3.5	16
22.2	-94	24	24.3	6	1.5	8
21.7	-58.7	24.1	24.6	10	2	5
21.1	-65	24.6	25.5	10	2	7
19.8	-84.9	26.1	26.4	8	2	6
19.3	-160.6	24.3	25.1	2	3	16
17	-81.7	-9.99	25.1	8	1.5	7
16.8	-81.5	26.7	26.8	9	1.5	6
16.3	-63.5	25.3	26.3	10	2	6
15.1	-67.5	25.5	26.8	9	2.5	7
14.9	-74.9	26	26.2	11	2	7
14.5	-53	24.8	25.8	9	2	7
41.1	-72.7	7.2	5.3	6	0.5	3
61.6	1.3	-9.99	5.3	9.8	3	6
61.2	1.1	-9.99	5.3	10.8	2.5	6
61.1	1	-9.99	5.3	9.8	2.5	6
60.8	1.7	-9.99	5.3	8.7	2	6
60.7	-2.6	-9.99	5.3	10.8	2.5	6
