Lat	Long	air_temp	sst	wind_speed	wave_height	wave_period
70.1	33	-2	4.1	14	1	4
66	8.1	5.2	7.1	16.5	8	9
63.5	5.3	-9.99	7.1	14.9	5.5	10
61.6	1.3	-9.99	7.1	8.2	4	7
61.2	0.9	-9.99	7.1	9.3	3.5	7
61.2	1.6	-9.99	7.1	9.3	4	7
61.1	1	-9.99	7.1	10.3	3.5	7
61	1.7	-9.99	7.1	9.8	3.5	8
60.6	1.6	-9.99	7.1	7.2	3	7
60.6	3.7	2	1.7	10.3	4.5	8
60	4	2.2	4.5	12	3.5	12
59.7	1.6	-9.99	4.5	10.3	3	7
59.6	2.2	-9.99	4.5	8.7	3.5	7
59.5	1.5	-9.99	4.5	9.8	3	7
59.2	1.5	-9.99	4.5	10.8	3	7
59.1	-11.7	9.3	9.6	4.6	2.5	8
58.4	1.9	-9.99	9.6	11.3	2	7
58	-0.3	-9.99	9.6	6.2	1	4
57.9	0	-9.99	9.6	7.2	1	4
57.9	1.8	-9.99	9.6	10.8	2	5
57.8	10.3	5.6	4	10.3	1	4
57.7	0.7	-9.99	4	6.7	1	5
57.7	0.9	-9.99	4	8.2	1	5
57.7	1.8	-9.99	4	10.8	1.5	5
57.6	1.1	-9.99	4	8.2	1	4
57.4	-142.9	5	4	13.4	3	14
57.3	1.6	-9.99	4	7.7	1.5	5
57.3	2	-9.99	4	9.8	1.5	5
57	1.8	-9.99	4	7.2	1.5	4
57	1.9	-9.99	4	7.7	1.5	5
55.5	-160.1	-0.8	2.8	14.4	2	5
55.3	-141.1	4	5	18	5.5	10
55.1	-17.1	16	10	2.6	0.3	7
55	-13.3	9.9	10.5	4.1	2	9
54.9	13.9	2.7	1.4	9	1	4
54.7	-12.8	-9.99	1.4	3.6	0.4	3
54.6	-176.5	1	2	9.8	2	8
54.6	-169.3	-9.99	2	8.2	1	3
54.6	-167.2	-2	1	10.8	3	4
54.4	-132.4	6.7	6.8	9	2	11
54	0.7	-9.99	6.8	8.2	0.5	4
54	1.1	-9.99	6.8	5.7	1	4
54	-155.5	5	3	4.1	2	12
53.9	-138.9	5.7	5.7	10	5	20
53.7	1.1	-9.99	5.7	7.2	0.5	4
53.7	-139.2	5.6	6.1	12.9	3.5	13
