rgn_id,wave_power
1,0
2,0
3,0
4,3.635058518
5,0
6,0
7,14.42126853
8,6.358609257
9,0
10,0
11,13.26988935
12,0
13,7.522071333
14,11.46578797
15,0
16,7.261252256
17,0
18,0
19,0
20,3.151893359
21,3.658107091
22,0
23,0
24,1.064656441
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,12.74937896
40,5.938176711
41,0
42,0
43,4.400418714
44,17.9356926
45,0
46,1.595962455
47,5.645051035
48,6.723140995
49,0
50,3.286087434
51,1.451596452
52,4.382814813
53,5.120697165
54,1.711252933
55,0
56,0
57,0
58,0
59,4.818422185
60,0
61,0
62,0
63,11.40770184
64,11.53559953
65,0
66,0
67,0
68,6.553328887
69,1.842006726
70,1.790729176
71,1.764298533
72,2.272953093
73,0
74,7.599089145
75,3.45559411
76,3.463294269
77,2.88632973
78,1.47828185
79,1.924286897
80,3.113465207
81,2.053453301
82,2.756824153
83,0
84,5.146147257
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,18.65911561
98,0
99,0
100,9.969099132
101,0
102,0
103,12.77918192
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,12.22748786
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,4.41216798
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,19.81936921
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,1.049300265
175,0
176,0
177,3.546660854
178,14.67829209
179,13.13807278
180,6.866086966
181,23.82656023
182,11.03682263
183,0
184,0
185,0
186,0.663886605
187,12.27346597
188,10.17690057
189,0
190,3.193055556
191,2.916191139
192,4.259021132
193,0
194,0
195,0
196,0
197,0
198,0
199,14.86321693
200,15.13826696
201,0
202,0
203,0
204,2.847467646
205,0
206,0
207,0
208,0.103216357
209,0
210,7.87499136
211,0
212,0
213,0
214,3.45629118
215,1.557886927
216,0
217,0
218,19.5175043
219,0
220,5.105518515
221,0
222,5.165457984
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0.873974569
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0.546781613
248,0
249,0
250,0
