rgn_id,wind_power
1,0
2,0
3,0
4,1022790.916
5,0
6,0
7,2870531.205
8,2314789.282
9,0
10,0
11,2793905.04
12,0
13,1909051.356
14,2471540.629
15,0
16,1528411.045
17,0
18,0
19,0
20,1287383.328
21,1004026.927
22,0
23,0
24,642288.2941
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,1867745.03
40,1800009.047
41,0
42,0
43,988800.1321
44,1935201.103
45,0
46,650386.1879
47,1060636.87
48,1299551.86
49,0
50,809340.047
51,902434.0511
52,1810494.025
53,692794.2707
54,530631.6991
55,0
56,0
57,0
58,0
59,814681.2394
60,0
61,0
62,0
63,1443375.229
64,1646362.257
65,0
66,0
67,0
68,2249912.819
69,1275309.839
70,1647884.845
71,1209949.529
72,1479315.642
73,0
74,2679711.64
75,510472.4086
76,1105430.983
77,674018.2641
78,540942.6773
79,535195.6433
80,1595203.419
81,984154.1753
82,690374.1053
83,0
84,1218267.433
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,2564857.847
98,0
99,0
100,1430113.093
101,0
102,0
103,1499755.558
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,1677084.924
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,1312020.273
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,2210661.264
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,1095854.892
175,0
176,0
177,1603924.205
178,2408560.768
179,2397684.291
180,2113955.192
181,3206898.533
182,1922414.236
183,0
184,0
185,0
186,648363.7673
187,2165424.533
188,2252380.068
189,0
190,892404.0394
191,709433.122
192,523891.1655
193,0
194,0
195,0
196,0
197,0
198,0
199,1903519.338
200,2018697.012
201,0
202,0
203,0
204,345240.0203
205,0
206,0
207,0
208,132325.9769
209,0
210,2019046.664
211,0
212,0
213,0
214,1115984.947
215,579076.3571
216,0
217,0
218,2663160.548
219,0
220,2158387.616
221,0
222,1592907.639
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,837502.5827
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,363018.9057
248,0
249,0
250,0
