rgn_id,year,popsum
1,2005,40574860
1,2006,40622154.4
1,2007,40669448.8
1,2008,40716743.2
1,2009,40764037.6
1,2010,40811332
1,2011,40860232.4
1,2012,40909132.8
1,2013,40958033.2
1,2014,41006933.6
1,2015,41055834
2,2005,40574860
2,2006,40622154.4
2,2007,40669448.8
2,2008,40716743.2
2,2009,40764037.6
2,2010,40811332
2,2011,40860232.4
2,2012,40909132.8
2,2013,40958033.2
2,2014,41006933.6
2,2015,41055834
3,2005,40574860
3,2006,40622154.4
3,2007,40669448.8
3,2008,40716743.2
3,2009,40764037.6
3,2010,40811332
3,2011,40860232.4
3,2012,40909132.8
3,2013,40958033.2
3,2014,41006933.6
3,2015,41055834
4,2005,40574860
4,2006,40622154.4
4,2007,40669448.8
4,2008,40716743.2
4,2009,40764037.6
4,2010,40811332
4,2011,40860232.4
4,2012,40909132.8
4,2013,40958033.2
4,2014,41006933.6
4,2015,41055834
