rgn_id,rgn_name,area_km2
1,Cocos Islands,470116.600596
2,Christmas Island,330035.519533
3,Norfolk Island,432638.145983
4,Macquarie Island,475287.098249
5,New Caledonia,1371802.95112
6,Vanuatu,622073.303628
7,Solomon Islands,1609756.60808
8,Palau,608166.958988
9,Micronesia,3011912.45243
10,Nauru,310565.147207
11,Marshall Islands,2004592.5653
12,Wake Island,409374.31828
13,Northern Mariana Islands and Guam,976202.871961
14,Taiwan,342997.020084
15,Philippines,1835027.87937
16,Australia,6956845.81259
17,Papua New Guinea,2407382.25276
18,Fiji,1293035.66924
19,Tuvalu,751275.525556
20,South Korea,324993.775336
21,North Korea,115967.30285
24,Cambodia,47966.8393766
25,Thailand,306890.518478
26,Andaman and Nicobar,663520.443845
28,Comoro Islands,165505.199256
29,Mayotte,63362.3090544
30,Glorioso Islands,43699.3838589
31,Seychelles,1340839.38271
32,R_union,316498.901323
33,Juan de Nova Island,62551.237745
34,Bassas da India,122177.234713
35,Ile Europa,125623.801672
36,Ile Tromelin,271996.952725
37,Mauritius,1280068.38699
38,British Indian Ocean Territory,642744.718734
39,Maldives,922110.093637
40,Sri Lanka,534085.43874
41,Mozambique,574409.612416
42,Madagascar,1205824.80785
43,Kenya,112400.455969
44,Somalia,784501.565749
45,Eritrea,78827.4148463
46,Djibouti,7031.12494826
47,Yemen,548013.942084
48,Oman,538980.214535
49,Sudan,66785.6409954
50,Saudi Arabia,220338.225317
51,Kuwait,11895.8073818
52,Bahrain,7632.7802077
53,Pakistan,222743.962262
54,United Arab Emirates,54711.0349269
55,Azores,957293.560796
56,Cape Verde,801065.130069
57,Madeira,455144.480941
58,Canary Islands,450010.12333
59,Belgium,3465.16865703
60,Gibraltar,426.743017775
61,Tunisia,100660.476623
62,Morocco,276136.420221
63,Western Sahara,252024.28218
64,Mauritania,156197.883429
65,Gambia,22745.5191464
66,Senegal,158426.406316
67,Libya,357895.373458
68,Malta,55696.6131031
69,Latvia,28879.5616489
70,Estonia,36346.3809072
71,Bulgaria,35171.8548382
72,Romania,29726.4490526
73,Russia,7613131.62711
74,Georgia,22907.0422961
75,Ukraine,134873.157524
76,Turkey,255925.882674
77,Syria,10203.611224
78,Lebanon,19315.8441285
79,Israel,27855.0547776
80,Greece,494172.449687
81,Cyprus,98279.5047122
82,Albania,11199.391813
84,Algeria,128992.992314
85,Ascension,444512.2526
86,Saint Helena,447451.222696
88,Tristan da Cunha,755781.901791
89,South Georgia and the South Sandwich Islands,1445884.27755
90,Prince Edward Islands,473182.389014
91,Crozet Islands,574392.106966
92,Amsterdam Island and Saint Paul Island,509821.937106
93,Kerguelen Islands,567172.356583
94,Heard and McDonald Islands,416111.00936
95,Falkland Islands,549091.665029
96,Sierra Leone,160452.573952
97,Liberia,247767.678994
98,Togo,15521.3101546
99,Benin,30419.2686251
100,Republique du Congo,39863.5968214
101,Namibia,562727.622426
102,South Africa,1069377.88035
103,Sao Tome and Principe,131709.175374
104,Equatorial Guinea,310365.413921
105,Bouvet Island,440224.320454
106,Ghana,226758.07504
107,Clipperton Island,433990.290769
108,Bermuda,451643.081835
110,Bahamas,597705.143015
111,Turks and Caicos Islands,154242.059356
112,Cuba,365755.761919
113,Cayman Islands,119605.46592
114,Haiti,123867.218828
115,Dominican Republic,270774.180101
116,Puerto Rico and Virgin Islands of the United States,212193.329439
117,British Virgin Islands,80529.499024
118,Anguilla,92653.5871511
119,Saint Kitts and Nevis,10262.9031435
120,Antigua and Barbuda,108492.416191
121,Montserrat,7628.26523051
122,Saint Lucia,15560.3072657
123,Dominica,28749.1694931
124,Barbados,185019.817783
125,Grenada,26281.5066211
126,Trinidad and Tobago,75798.4651196
127,Saint Vincent and the Grenadines,36510.9524175
129,Panama,332643.54762
130,Costa Rica,576132.396748
131,Nicaragua,223935.236133
132,Colombia,730703.10229
133,Honduras,219971.148302
134,El Salvador,94238.049921
135,Mexico,3284659.72318
136,Guatemala,118336.353605
137,Ecuador,1079918.44682
138,Peru,838324.362495
139,Venezuela,473325.114899
140,Guadeloupe and Martinique,138683.404744
141,Faeroe Islands,266720.483433
143,Iceland,752783.414734
144,Jan Mayen,291233.691162
145,Greenland,2264464.44011
146,Pitcairn,839476.222788
147,French Polynesia,4795467.77549
148,Line Group,1655965.58357
149,Jarvis Island,318799.103938
150,Palmyra Atoll,353242.059245
151,American Samoa,406815.936032
152,Samoa,132305.567661
153,Cook Islands,1972842.71662
154,Niue,318243.753892
155,Tonga,668054.123398
156,Tokelau,321242.329818
157,Phoenix Group,748008.706042
158,Howland Island and Baker Island,437861.783601
159,Johnston Atoll,445116.526912
161,Wallis and Futuna,262863.597187
162,New Zealand,4106953.90739
163,United States,8591243.71191
164,Belize,36249.8346044
166,Jamaica,246488.447711
167,Guyana,136909.972094
168,Suriname,128363.011782
169,French Guiana,136563.775857
171,Brazil,3672584.29126
172,Argentina,1083150.52637
173,Uruguay,130097.971095
174,Finland,79467.828702
175,Denmark,100613.400453
176,Germany,56357.9233539
177,Netherlands,64204.9916985
178,Poland,31945.6484321
179,France,343866.251961
180,United Kingdom,723406.80786
181,Ireland,426441.724536
182,Spain,555707.223459
183,Portugal,311717.992704
184,Italy,538881.000468
185,Monaco,284.331023168
186,Montenegro,7459.24658513
187,Croatia,55462.3496455
188,Slovenia,186.313780278
189,Lithuania,6125.64876457
190,Qatar,31987.676133
191,Iran,163764.703229
192,Iraq,595.827362512
193,Guinea Bissau,106506.62063
194,Guinea,110136.291533
195,Ivory Coast,174842.242742
196,Nigeria,182874.660848
197,Cameroon,14704.2563269
198,Gabon,193292.328729
199,Democratic Republic of the Congo,13265.4038508
200,Angola,493753.372908
202,Tanzania,243129.576634
203,India,1637705.82252
204,Bangladesh,84563.2563621
205,Myanmar,514147.233008
206,Malaysia,451796.70162
207,Vietnam,647232.077085
208,Singapore,762.687331733
209,China,878363.96899
210,Japan,4040612.34213
212,Kiribati,1055117.01701
213,Antarctica,31886958.884907
214,Egypt,236612.008503
215,Jordan,93.6667025216
216,Indonesia,5947885.10452
218,Canada,5698085.41588
219,Saint Pierre and Miquelon,12367.3042162
220,Sint Maarten,497.50356338
221,Northern Saint-Martin,5386.64764732
222,Sweden,154980.513265
223,Norway,1716658.86486
224,Chile,3657312.86523
227,Jersey,2962.10397851
228,Guernsey,8672.6488605
231,East Timor,40225.6748096
232,Bosnia and Herzegovina,12.7630587776
237,Oecussi Ambeno,2275.55962631
244,Curacao,30535.0207162
245,Bonaire,13391.1657371
247,Brunei,25698.4627065
248,Saba,9483.7767842
249,Sint Eustatius,2237.40364651
250,Aruba,25213.9149738
